,manage_no,approval_date,business_state,detailed_state,phone_no,store_size,postal_code,address,road_address,road_addr_postal_code,name,updated_date,renewed_date,type,coords_X,coords_Y,longitude,latitude
146,3200000-102-2006-00003,20060825,영업/정상,영업,02 8556088,61.69,151903,서울특별시 관악구 신림동 1655-4번지 지하1층 ,"서울특별시 관악구 조원로2길 8 (신림동,지하1층)",8769,수궁,2019-10-08 17:18:21,2019-10-10 02:40:00.0,룸살롱,191319.870378005,442341.997047644,126.90264844297852,37.48322917710004
147,3200000-102-2007-00001,20070108,영업/정상,영업,02 8859999,86.07,151930,서울특별시 관악구 신림동 1639-8번지 ,"서울특별시 관악구 남부순환로 1592, 지하1층 (신림동)",8776,공주노래빠,2020-03-31 10:29:40,2020-04-02 02:40:00.0,룸살롱,193526.538664891,442390.011181772,126.92759733984188,37.483680026756495
148,3200000-102-2013-00002,20130724,영업/정상,영업,02  838 0066,63.84,151903,서울특별시 관악구 신림동 1655 ,"서울특별시 관악구 시흥대로 570, 지하1층 (신림동)",8769,쿨,2020-06-30 14:13:18,2020-07-02 02:40:00.0,룸살롱,191303.792863813,442376.389028958,126.90246625632224,37.4835388966294
149,3200000-102-1980-07763,19800610,영업/정상,영업,02 8551500,177.81,151904,서울특별시 관악구 신림동 1668-15 지하1층,"서울특별시 관악구 남부순환로 1377 (신림동,지하1층)",8768,아마존,2022-08-31 11:59:12,2021-12-09 00:02:00.0,스텐드바,191423.901538279,442003.403775704,126.90382862472453,37.48017942887129
150,3200000-102-2013-00003,20130726,영업/정상,영업,02  874 7220,62.61,151892,서울특별시 관악구 신림동 1433-104,"서울특별시 관악구 남부순환로 1591-6, 지하1층 (신림동)",8759,오케이(OK),2022-08-29 16:39:20,2021-12-07 21:01:00.0,룸살롱,193497.894787693,442467.452202212,126.92727279028102,37.4843775677289
151,3200000-102-2007-00005,20071214,영업/정상,영업,02  63491019,89.48,151892,서울특별시 관악구 신림동 1431-15번지 ,"서울특별시 관악구 신림로 361, 지하1층 (신림동)",8760,소녀시대,2019-10-30 14:35:36,2019-11-01 02:40:00.0,룸살롱,193651.400790147,442694.194137711,126.9290064326662,37.48642159123482
152,3200000-102-2008-00001,20080129,영업/정상,영업,02871 3947,68.18,151892,서울특별시 관악구 신림동 1432-77 ,"서울특별시 관악구 신림로 355, 지상2층 (신림동)",8760,벤틀리룸노래빠,2020-09-10 11:08:06,2020-09-12 02:40:00.0,룸살롱,193668.136887283,442651.560541445,126.92919603488576,37.4860375784024
153,3200000-102-2008-00003,20080218,영업/정상,영업,,60.43,151892,서울특별시 관악구 신림동 1431-1번지 지상2층 ,"서울특별시 관악구 신림로 373, 지상2층 (신림동)",8760,쇼,2012-05-02 15:04:11,2018-08-31 23:59:59.0,룸살롱,193610.378560826,442802.92355539,126.92854164905737,37.487400957877206
154,3200000-102-2008-00005,20080227,영업/정상,영업,02 8857875,95.04,151892,서울특별시 관악구 신림동 1431-4 외1필지 지상3층 ,"서울특별시 관악구 신림로 367 (신림동,외1필지 지상3층)",8760,홀인원 클럽,2021-10-01 15:28:06,2021-10-03 02:40:00.0,룸살롱,193626.320182819,442773.071654397,126.92872216134626,37.487132103414616
155,3200000-102-2008-00007,20080506,영업/정상,영업,02  64088515,51.09,151892,서울특별시 관악구 신림동 1431-15 3층 ,"서울특별시 관악구 신림로 361 (신림동,3층)",8760,WINNER(위너),2021-10-05 07:40:33,2021-10-07 02:40:00.0,룸살롱,193651.400790147,442694.194137711,126.9290064326662,37.48642159123482
156,3200000-102-2008-00012,20081229,영업/정상,영업,02  884 2777,328.09,151890,서울특별시 관악구 신림동 1421-29번지 지하1층 ,"서울특별시 관악구 신림로 344 (신림동,지하1층)",8754,준코뮤직타운 신림1호점,2018-04-27 09:50:28,2018-08-31 23:59:59.0,룸살롱,193735.829747067,442552.922888015,126.92996226917978,37.48514931878216
157,3200000-102-2009-00001,20090219,영업/정상,영업,02 8853350,75.70,151930,서울특별시 관악구 신림동 1640-31번지 지하1층 ,"서울특별시 관악구 신림로59길 14, 지하1층 (신림동)",8776,장윤정노래빠,2019-10-28 14:19:38,2019-10-30 02:40:00.0,룸살롱,193630.488645251,442347.332984944,126.92877301286164,37.48329622533405
158,3200000-102-2009-00003,20090713,영업/정상,영업,02  882 0990,77.76,151892,서울특별시 관악구 신림동 1433-48 ,"서울특별시 관악구 남부순환로 1601-1, 지하1층 (신림동)",8759,팝콘노래빠,2021-01-13 15:31:29,2021-01-15 02:40:00.0,룸살롱,193616.910814901,442466.799563026,126.92861845151202,37.48437252531831
159,3200000-102-2009-00004,20090804,영업/정상,영업,,56.10,151899,서울특별시 관악구 신림동 1569-4번지 ,서울특별시 관악구 난곡로 306 (신림동),8772,훌날라노래밤,2018-08-20 17:05:59,2018-08-31 23:59:59.0,룸살롱,192396.74072679,442122.994381623,126.91482617283712,37.48126552224434
160,3200000-102-2009-00005,20090828,영업/정상,영업,02  877 1243,287.40,151930,서울특별시 관악구 신림동 1640-31번지 ,"서울특별시 관악구 신림로59길 14 (신림동, 지하2층)",8776,준코뮤직타운 신림2호점,2019-01-23 09:51:26,2019-01-25 02:40:00.0,룸살롱,193630.488645251,442347.332984944,126.92877301286164,37.48329622533405
161,3200000-102-2001-11323,20010918,영업/정상,영업,02 8772526,88.00,151834,서울특별시 관악구 봉천동 858-7번지 ,서울특별시 관악구 남부순환로 1827 (봉천동),8738,리치,2019-05-21 08:44:33,2019-05-23 02:40:00.0,룸살롱,195808.057089754,442130.000840156,126.95339461477664,37.481350652234894
162,3200000-102-2001-11336,20011017,영업/정상,영업,,83.51,151800,서울특별시 관악구 남현동 1059-9번지 ,서울특별시 관악구 남현1길 19 (남현동),8806,1.2.3.노래팡,2019-04-27 11:27:21,2019-04-30 02:40:00.0,룸살롱,198034.397235247,441532.910269161,126.97856739173652,37.47597842387132
163,3200000-102-2001-11338,20011023,영업/정상,영업,02 851 647,79.60,151875,서울특별시 관악구 신림동 527-10 ,"서울특별시 관악구 남부순환로 1483, 지하1층 (신림동)",8761,오페라 하우스,2021-11-17 13:36:31,2021-11-19 02:40:00.0,룸살롱,192437.570727728,442237.51455687,126.9152866125533,37.48229768751702
164,3200000-102-2001-11339,20011101,영업/정상,영업,02  877 0166,71.86,151892,서울특별시 관악구 신림동 1431-10 ,서울특별시 관악구 신림로 363-1 (신림동),8760,스타일,2022-01-12 09:04:27,2022-01-14 02:40:00.0,룸살롱,193646.560679034,442722.612162982,126.92895145878356,37.48667760410126
165,3200000-102-2001-11340,20011204,영업/정상,영업,02 8841165,71.05,151930,서울특별시 관악구 신림동 1638-15번지 ,"서울특별시 관악구 신원로 39, 지하1층 (신림동)",8776,전국노래장,2018-04-23 13:34:45,2018-08-31 23:59:59.0,룸살롱,193685.367083778,442254.360437013,126.92939429251037,37.48245892232131
166,3200000-102-2001-11343,20011224,영업/정상,영업,02 8302267,96.56,151876,서울특별시 관악구 신림동 530-29번지 ,"서울특별시 관악구 난곡로 325 (신림동, 지하1층)",8767,울랄라노래빠,2015-11-16 13:28:05,2018-08-31 23:59:59.0,룸살롱,192327.36020231,442321.735092546,126.91403966685692,37.48305559902075
167,3200000-102-2017-00002,20170519,영업/정상,영업,,55.08,151930,서울특별시 관악구 신림동 1638-3번지 ,"서울특별시 관악구 신림로59길 17, 지하1층 (신림동)",8776,싱크홀 (sinkhole),2017-05-19 09:14:06,2018-08-31 23:59:59.0,고고(디스코)클럽,193631.500077078,442309.987468878,126.92878477460394,37.48295974900525
168,3200000-102-2017-00003,20170801,영업/정상,영업,02 8773202,97.51,151930,서울특별시 관악구 신림동 1639-17 지하1층 ,"서울특별시 관악구 남부순환로 1594, 지하1층 (신림동)",8776,소풍,2020-12-10 10:24:10,2020-12-12 02:40:00.0,룸살롱,193540.457686752,442393.833791186,126.92775468003506,37.48371456683798
169,3200000-102-2017-00004,20170921,영업/정상,영업,,90.80,151891,서울특별시 관악구 신림동 1425-29번지 ,"서울특별시 관악구 봉천로12길 34, 지하1층 (신림동)",8753,희원비즈니스,2017-09-22 10:34:34,2018-08-31 23:59:59.0,룸살롱,193702.496959641,442777.310604345,126.9295834496137,37.48717082387628
170,3200000-102-2017-00005,20171010,영업/정상,영업,,89.82,151930,서울특별시 관악구 신림동 1640-6 ,"서울특별시 관악구 남부순환로 1604, 지하1층 (신림동)",8776,썸 노래빠,2020-08-25 10:25:55,2020-08-27 02:40:00.0,룸살롱,193643.69594836,442417.395558964,126.92892172844836,37.483927581416935
171,3200000-102-2018-00001,20180430,영업/정상,영업,,272.63,151892,서울특별시 관악구 신림동 1432-79 ,"서울특별시 관악구 신림로 349, WD호텔 3층 (신림동)",8760,명월,2020-11-19 15:40:54,2020-11-21 02:40:00.0,노래클럽,193672.292011766,442595.201521853,126.9292435050081,37.48552981220176
172,3200000-102-2009-00006,20090915,영업/정상,영업,,68.07,151930,서울특별시 관악구 신림동 1640-31번지 지상2층 ,"서울특별시 관악구 신림로59길 14 (신림동,지상2층)",8776,조이,2020-04-10 09:15:42,2020-04-12 02:40:00.0,간이주점,193630.488645251,442347.332984944,126.92877301286164,37.48329622533405
173,3200000-102-2009-00007,20090923,영업/정상,영업,,72.83,151892,서울특별시 관악구 신림동 1432-76 지상6층 ,"서울특별시 관악구 신림로 351 (신림동,지상6층)",8760,Ace룸클럽,2021-11-01 09:58:14,2021-11-03 02:40:00.0,간이주점,193671.180923103,442608.256980594,126.92923082895676,37.48564743424582
174,3200000-102-2009-00008,20090925,영업/정상,영업,02  871 3888,63.73,151892,서울특별시 관악구 신림동 1432-68번지 ,서울특별시 관악구 신림로67길 5 (신림동),8760,24케이(24K),2019-04-30 10:52:28,2019-05-02 02:40:00.0,룸살롱,193647.640968801,442655.087922177,126.92896426178056,37.48606921804103
175,3200000-102-2009-00009,20090930,영업/정상,영업,,90.83,151890,서울특별시 관악구 신림동 1423-22번지 ,서울특별시 관악구 신림로66길 13 (신림동),8754,잠자리클럽,2019-03-29 14:44:53,2019-03-31 02:40:00.0,룸살롱,193776.075917276,442597.46066594,126.93041693721943,37.48555087903917
176,3200000-102-2009-00010,20091007,영업/정상,영업,,94.96,151836,서울특별시 관악구 봉천동 868-2번지 ,서울특별시 관악구 남부순환로220길 16 (봉천동),8787,W플러스,2018-10-01 15:25:55,2018-10-03 02:36:09.0,룸살롱,195641.591345747,442039.443143661,126.95151308745608,37.48053394460808
177,3200000-102-2010-00001,20100211,영업/정상,영업,,93.24,151930,서울특별시 관악구 신림동 1640-40번지 ,"서울특별시 관악구 신림로59길 10, 지하1층 (신림동)",8776,아라아라,2019-05-02 13:53:53,2019-05-04 02:40:00.0,룸살롱,193668.2563763,442332.218262689,126.92920015906968,37.48316030369503
178,3200000-102-2010-00002,20100525,영업/정상,영업,,78.65,151811,서울특별시 관악구 봉천동 861-11번지 ,"서울특별시 관악구 관악로 185 (봉천동, 지하1층)",8758,69노래바,2012-04-20 16:53:11,2018-08-31 23:59:59.0,룸살롱,195739.860038576,442173.882915573,126.95262331749204,37.48174571380851
179,3200000-102-2010-00004,20100716,영업/정상,영업,,98.20,151892,서울특별시 관악구 신림동 1432-68번지 ,서울특별시 관악구 신림로67길 5 (신림동),8760,파라다이스,2019-08-29 18:50:04,2019-08-31 02:40:00.0,룸살롱,193647.640968801,442655.087922177,126.92896426178056,37.48606921804103
180,3200000-102-2010-00005,20100726,영업/정상,영업,,55.74,151892,서울특별시 관악구 신림동 1432-64번지 ,"서울특별시 관악구 신림로67길 9, 지상2층 (신림동)",8760,용노래빠,2019-05-08 09:38:42,2019-05-10 02:40:00.0,룸살롱,193632.713666115,442655.969897135,126.92879547462168,37.48607706088012
181,3200000-102-2010-00008,20101013,영업/정상,영업,02  874 0466,63.05,151890,서울특별시 관악구 신림동 1424-11 지상3층 ,"서울특별시 관악구 신림로 356 (신림동,지상3층)",8754,W노래클럽,2021-11-25 09:14:51,2021-11-27 02:40:00.0,룸살롱,193715.720946633,442661.600592493,126.92973396974836,37.48612836737644
182,3200000-102-2010-00009,20101215,영업/정상,영업,02  873 7959,59.09,151930,서울특별시 관악구 신림동 1639-21번지 (지상2층) ,"서울특별시 관악구 남부순환로 1594-6 (신림동,(지상2층))",8776,W유흥주점,2016-11-16 17:42:40,2018-08-31 23:59:59.0,룸살롱,193562.320470182,442380.789481681,126.92800198470516,37.48359719158049
183,3200000-102-2010-00010,20101216,영업/정상,영업,02  389 5033,45.42,151875,서울특별시 관악구 신림동 527-5번지 ,"서울특별시 관악구 난곡로66길 12, 지하1층 (신림동)",8761,카라노래빠,2016-04-01 13:28:44,2018-08-31 23:59:59.0,룸살롱,192415.898337721,442258.117495966,126.91504136647694,37.48248314103555
184,3200000-102-2002-00010,20020830,영업/정상,영업,02  888 0087,39.98,151892,서울특별시 관악구 신림동 1431-41번지 ,서울특별시 관악구 신림동길 3 (신림동),8760,와우노래바,2019-12-23 15:20:00,2019-12-25 02:40:00.0,룸살롱,193594.710355734,442792.293354418,126.92836458263704,37.48730507020901
185,3200000-102-2002-00013,20021016,영업/정상,영업,,46.25,151891,서울특별시 관악구 신림동 1425-13 ,"서울특별시 관악구 신림로 362, 3층 (신림동)",8753,팡팡,2021-03-19 15:43:37,2021-03-21 02:40:00.0,룸살롱,193696.427549642,442721.31539019,126.92951530740518,37.48666626511173
186,3200000-102-2010-00006,20100924,영업/정상,영업,,83.34,151892,서울특별시 관악구 신림동 1431-16,"서울특별시 관악구 신림로 359, 지하1층 (신림동)",8760,야구장 노래클럽,2022-10-25 11:11:35,2021-10-30 22:07:00.0,룸살롱,193657.227469215,442684.677286814,126.92907239664224,37.48633588479857
187,3200000-102-2010-00003,20100526,영업/정상,영업,,85.05,151892,서울특별시 관악구 신림동 1432-73,서울특별시 관악구 신림로 353 (신림동),8760,샵인,2022-07-15 15:34:54,2021-12-06 23:07:00.0,룸살롱,193667.814824278,442621.679865443,126.92919265291452,37.48576835119263
188,3200000-102-2009-00013,20091222,영업/정상,영업,02  882 1257,76.20,151930,서울특별시 관악구 신림동 1638-17 지하1층,"서울특별시 관악구 신림로 317, 지하1층 (신림동)",8776,물고기,2022-12-06 11:16:27,2021-11-02 00:08:00.0,룸살롱,193708.25432954,442276.901107272,126.9296528662029,37.48266217160909
189,3200000-102-2001-11342,20011221,영업/정상,영업,02  886 9492,92.43,151930,서울특별시 관악구 신림동 1639-16,서울특별시 관악구 남부순환로 1592-5 (신림동),8776,메카노래빠,2022-07-21 13:51:55,2021-12-06 22:03:00.0,룸살롱,193551.235689789,442377.414676747,126.92787668570608,37.48356670652471
