district,info,latitude,longitude,count,update_date,update_year,update_month,lamp_addr,depth1,depth2,main_addr_no,sub_addr_no,latitude,longitude,address
관악구,D3012 1-4R 남현동 1086-50,37.4737,126.9787,1,1,2022.0,12.0,,서울,관악구,1086,54,,,서울 관악구 남현동 1086-54
관악구,D3012 3-4S 남현동 1086-50,37.4736,126.9786,1,1,2022.0,12.0,,서울,관악구,1138,,,,서울 관악구 남현동 1138
관악구,D3012 2-4S 남현동 1086-50,37.4737,126.9787,1,1,2022.0,12.0,,서울,관악구,1086,54,,,서울 관악구 남현동 1086-54
관악구,D3012 4-4S 남현동 1086-50,37.4735,126.9787,1,1,2022.0,12.0,,서울,관악구,67,2,,,서울 관악구 남현동 산 67-2
관악구,D3013 1-1R 남현동 1083-28 맞은편,37.4736,126.977,1,1,2022.0,12.0,,서울,관악구,1125,,,,서울 관악구 남현동 1125
관악구,D3014 1-4RXC 남현동 1083-3,37.4744,126.9762,1,1,2022.0,12.0,,서울,관악구,1122,,,,서울 관악구 남현동 1122
관악구,D3014 2-4U 남현동 1083-3,37.4743,126.9761,1,1,2022.0,12.0,,서울,관악구,1122,,,,서울 관악구 남현동 1122
관악구,D3014 3-4U 남현동 1083-3,37.4744,126.976,1,1,2022.0,12.0,,서울,관악구,1122,,,,서울 관악구 남현동 1122
관악구,D3014 4-4U 남현동 1083-3,37.4745,126.9763,1,1,2022.0,12.0,,서울,관악구,1124,,,,서울 관악구 남현동 1124
관악구,D3015 1-1R 남현동 1063-2,37.475,126.979,1,1,2022.0,12.0,,서울,관악구,1063,2,,,서울 관악구 남현동 1063-2
관악구,D3017 2-4S 대학동 251-214,37.4649,126.9398,1,1,2022.0,12.0,,서울,관악구,251,127,,,서울 관악구 신림동 251-127
관악구,D3016 1-1R 대학동 251-179,37.4657,126.9384,1,1,2022.0,12.0,,서울,관악구,251,162,,,서울 관악구 신림동 251-162
관악구,D3017 1-4R 대학동 251-214,37.4648,126.9399,1,1,2022.0,12.0,,서울,관악구,251,127,,,서울 관악구 신림동 251-127
관악구,D3017 3-4S 대학동 251-214,37.4647,126.9398,1,1,2022.0,12.0,,서울,관악구,251,127,,,서울 관악구 신림동 251-127
관악구,D3017 4-4S 대학동 251-214,37.4647,126.9399,1,1,2022.0,12.0,,서울,관악구,251,218,,,서울 관악구 신림동 251-218
관악구,D3018 1-4RZ 대학동 251-161,37.4668,126.9387,1,1,2022.0,12.0,,서울,관악구,251,15,,,서울 관악구 신림동 251-15
관악구,D3018 2-4SZ 대학동 251-161,37.4669,126.9387,1,1,2022.0,12.0,,서울,관악구,251,15,,,서울 관악구 신림동 251-15
관악구,D3018 4-4SZ 대학동 251-161,37.4667,126.9387,1,1,2022.0,12.0,,서울,관악구,251,15,,,서울 관악구 신림동 251-15
관악구,D3018 3-4SZ 대학동 251-161,37.4668,126.9388,1,1,2022.0,12.0,,서울,관악구,251,339,,,서울 관악구 신림동 251-339
관악구,D3019 1-1RL 대학동 254-20,37.4652,126.935,1,1,2022.0,12.0,,서울,관악구,254,35,,,서울 관악구 신림동 254-35
관악구,D3020 1-2R 대학동 251-149,37.4652,126.9383,1,1,2022.0,12.0,,서울,관악구,28,37,,,서울 관악구 신림동 산 28-37
관악구,D3020 2-2UC 대학동 251-149,37.4653,126.9383,1,1,2022.0,12.0,,서울,관악구,28,37,,,서울 관악구 신림동 산 28-37
관악구,D3021 1-1R 미성동 756-16,37.4753,126.9167,1,1,2022.0,12.0,,서울,관악구,808,213,,,서울 관악구 신림동 808-213
관악구,D3022 1-1R 미성동 산121-6(아카시아마을),37.4721,126.911,1,1,2022.0,12.0,,서울,관악구,121,1,,,서울 관악구 신림동 산 121-1
관악구,D3023 1-6RL 보라매동 685-66호 맞은편,37.4919,126.932,1,1,2022.0,12.0,,서울,관악구,146,22,,,서울 관악구 봉천동 산 146-22
관악구,D3023 4-6S 보라매동 685-66호 맞은편,37.4919,126.9319,1,1,2022.0,12.0,,서울,관악구,685,56,,,서울 관악구 봉천동 685-56
관악구,D3023 2-6S 보라매동 685-66,37.492,126.9321,1,1,2022.0,12.0,,서울,관악구,685,69,,,서울 관악구 봉천동 685-69
관악구,D3023 3-6S 보라매동 685-66,37.4919,126.9321,1,1,2022.0,12.0,,서울,관악구,146,22,,,서울 관악구 봉천동 산 146-22
관악구,D3023 5-6S 보라매동 685-66호 맞은편,37.492,126.9319,1,1,2022.0,12.0,,서울,관악구,146,24,,,서울 관악구 봉천동 산 146-24
관악구,D3023 6-6S 보라매동 685-66호 맞은편,37.4921,126.9324,1,1,2022.0,12.0,,서울,관악구,682,,,,서울 관악구 봉천동 682
관악구,D3024 1-1R 보라매동 971-16,37.4893,126.9288,1,1,2022.0,12.0,,서울,관악구,984,7,,,서울 관악구 봉천동 984-7
관악구,D3025 1-1RLZ 보라매동 679 당곡고정문,37.4912,126.934,1,1,2022.0,12.0,,서울,관악구,148,8,,,서울 관악구 봉천동 산 148-8
관악구,D3026 1-1R 보라매동 673-72호 앞,37.4904,126.934,1,1,2022.0,12.0,,서울,관악구,673,124,,,서울 관악구 봉천동 673-124
관악구,D3028 1-5RL 삼성동 382-5,37.4713,126.9302,1,1,2022.0,12.0,,서울,관악구,808,241,,,서울 관악구 신림동 808-241
관악구,D3027 1-1R 보라매동 647-90,37.489,126.9374,1,1,2022.0,12.0,,서울,관악구,647,57,,,서울 관악구 봉천동 647-57
관악구,D3028 2-5S 삼성동 382-5,37.4712,126.9302,1,1,2022.0,12.0,,서울,관악구,382,4,,,서울 관악구 신림동 382-4
관악구,D3028 3-5S 삼성동 382-5,37.4713,126.9302,1,1,2022.0,12.0,,서울,관악구,808,241,,,서울 관악구 신림동 808-241
관악구,D3028 4-5S 삼성동 382-5,37.4714,126.9303,1,1,2022.0,12.0,,서울,관악구,379,12,,,서울 관악구 신림동 379-12
관악구,D3028 5-5S 삼성동 382-5,37.4713,126.9303,1,1,2022.0,12.0,,서울,관악구,831,,,,서울 관악구 신림동 831
관악구,D3029 1-3RXCL 삼성동 361-71,37.4693,126.9307,1,1,2022.0,12.0,,서울,관악구,360,6,,,서울 관악구 신림동 360-6
관악구,D3029 2-3U 삼성동 361-71,37.4693,126.9306,1,1,2022.0,12.0,,서울,관악구,360,6,,,서울 관악구 신림동 360-6
관악구,D3030 3-4S 봉천동 1645-1,37.4741,126.9684,1,1,2022.0,12.0,,서울,관악구,1693,50,,,서울 관악구 봉천동 1693-50
관악구,D3030 4-4S 봉천동 1645-1,37.4742,126.9683,1,1,2022.0,12.0,,서울,관악구,1644,20,,,서울 관악구 봉천동 1644-20
관악구,D3031 1-4R 서림동 403-1,37.4742,126.9334,1,1,2022.0,12.0,,서울,관악구,403,6,,,서울 관악구 신림동 403-6
관악구,DD051 3-5S 조원동 1655,37.4836,126.9026,1,1,2022.0,12.0,,서울,관악구,1675,8,,,서울 관악구 신림동 1675-8
관악구,D3030 2-4S 봉천동 1645-1,37.4742,126.9681,1,1,2022.0,12.0,,서울,관악구,1644,19,,,서울 관악구 봉천동 1644-19
관악구,D3029 3-3U 삼성동 361-71,37.4693,126.9308,1,1,2022.0,12.0,,서울,관악구,360,6,,,서울 관악구 신림동 360-6
관악구,D3030 1-4R 봉천동 1645-1,37.4741,126.9682,1,1,2022.0,12.0,,서울,관악구,1693,50,,,서울 관악구 봉천동 1693-50
관악구,D3031 2-4S 서림동 403-1,37.4742,126.9334,1,1,2022.0,12.0,,서울,관악구,403,6,,,서울 관악구 신림동 403-6
관악구,D3031 3-4S 서림동 403-1,37.4742,126.9335,1,1,2022.0,12.0,,서울,관악구,403,5,,,서울 관악구 신림동 403-5
관악구,D3032 1-5RLZ 서림동 105-35,37.4734,126.9387,1,1,2022.0,12.0,,서울,관악구,105,34,,,서울 관악구 신림동 105-34
관악구,D3031 4-4S 서림동 403-1,37.4741,126.9335,1,1,2022.0,12.0,,서울,관악구,403,8,,,서울 관악구 신림동 403-8
관악구,D3032 2-5SZ 서림동 105-35,37.4734,126.9386,1,1,2022.0,12.0,,서울,관악구,105,165,,,서울 관악구 신림동 105-165
관악구,D3032 3-5SZ 서림동 105-35,37.4736,126.9387,1,1,2022.0,12.0,,서울,관악구,105,34,,,서울 관악구 신림동 105-34
관악구,D3032 4-5SZ 서림동 105-35,37.4735,126.9389,1,1,2022.0,12.0,,서울,관악구,103,58,,,서울 관악구 신림동 103-58
관악구,D3032 5-5SZ 서림동 105-35,37.4733,126.9388,1,1,2022.0,12.0,,서울,관악구,103,27,,,서울 관악구 신림동 103-27
관악구,D3033 1-1RZ 서림동 103-223,37.4716,126.9414,1,1,2022.0,12.0,,서울,관악구,103,27,,,서울 관악구 신림동 103-27
관악구,D3034 1-4R 서림동 98-199,37.4738,126.9423,1,1,2022.0,12.0,,서울,관악구,102,18,,,서울 관악구 신림동 102-18
관악구,D3034 4-4S 서림동 98-199,37.4738,126.9423,1,1,2022.0,12.0,,서울,관악구,102,18,,,서울 관악구 신림동 102-18
관악구,D3034 2-4S 서림동 98-199,37.4739,126.9423,1,1,2022.0,12.0,,서울,관악구,98,51,,,서울 관악구 신림동 98-51
관악구,D3034 3-4S 서림동 98-199,37.4739,126.9422,1,1,2022.0,12.0,,서울,관악구,98,205,,,서울 관악구 신림동 98-205
관악구,D3035 1-1RZ 서림동 103-170,37.4722,126.9421,1,1,2022.0,12.0,,서울,관악구,103,27,,,서울 관악구 신림동 103-27
관악구,D3036 1-1R 서림동 95-76,37.4773,126.9388,1,1,2022.0,12.0,,서울,관악구,95,92,,,서울 관악구 신림동 95-92
관악구,D3037 1-5R 서원동 409-202,37.4769,126.9338,1,1,2022.0,12.0,,서울,관악구,409,2,,,서울 관악구 신림동 409-2
관악구,D3037 2-5S 서원동 409-202,37.4768,126.9338,1,1,2022.0,12.0,,서울,관악구,409,202,,,서울 관악구 신림동 409-202
관악구,D3037 3-5S 서원동 409-202,37.4769,126.9337,1,1,2022.0,12.0,,서울,관악구,409,2,,,서울 관악구 신림동 409-2
관악구,D3037 5-5S 서원동 409-202,37.4769,126.9339,1,1,2022.0,12.0,,서울,관악구,408,35,,,서울 관악구 신림동 408-35
관악구,D3037 4-5S 서원동 409-202,37.477,126.9338,1,1,2022.0,12.0,,서울,관악구,409,2,,,서울 관악구 신림동 409-2
관악구,D3038 1-5R 서원동 1506-7 맞은편,37.483,126.9356,1,1,2022.0,12.0,,서울,관악구,1741,,,,서울 관악구 신림동 1741
관악구,D3038 2-5S 서원동 1506-7 맞은편,37.483,126.9357,1,1,2022.0,12.0,,서울,관악구,1512,,,,서울 관악구 신림동 1512
관악구,D3038 3-5S 서원동 1506-7 맞은편,37.483,126.9355,1,1,2022.0,12.0,,서울,관악구,10,471,,,서울 관악구 신림동 10-471
관악구,D3038 4-5S 서원동 1506-7 맞은편,37.4832,126.9356,1,1,2022.0,12.0,,서울,관악구,10,430,,,서울 관악구 신림동 10-430
관악구,D3038 5-5S 서원동 1506-7 맞은편,37.4832,126.9357,1,1,2022.0,12.0,,서울,관악구,1512,,,,서울 관악구 신림동 1512
관악구,D3039 1-3R 서원동 10-104,37.4832,126.9342,1,1,2022.0,12.0,,서울,관악구,10,102,,,서울 관악구 신림동 10-102
관악구,D3039 2-3S 서원동 10-104,37.483,126.9342,1,1,2022.0,12.0,,서울,관악구,10,122,,,서울 관악구 신림동 10-122
관악구,D3040 2-4S 서원동 10-186,37.4822,126.9338,1,1,2022.0,12.0,,서울,관악구,10,724,,,서울 관악구 신림동 10-724
관악구,D3039 3-3S 서원동 10-104,37.4833,126.9342,1,1,2022.0,12.0,,서울,관악구,10,90,,,서울 관악구 신림동 10-90
관악구,D3040 1-4R 서원동 10-186,37.4821,126.9339,1,1,2022.0,12.0,,서울,관악구,10,324,,,서울 관악구 신림동 10-324
관악구,D3040 3-4S 서원동 10-186,37.482,126.9339,1,1,2022.0,12.0,,서울,관악구,10,324,,,서울 관악구 신림동 10-324
관악구,D3040 4-4S 서원동 10-186,37.4821,126.934,1,1,2022.0,12.0,,서울,관악구,10,324,,,서울 관악구 신림동 10-324
관악구,D3041 1-1R 서원동 92-205,37.4781,126.9368,1,1,2022.0,12.0,,서울,관악구,92,291,,,서울 관악구 신림동 92-291
관악구,D3042 1-5R 서원동 92-239,37.478,126.9354,1,1,2022.0,12.0,,서울,관악구,92,291,,,서울 관악구 신림동 92-291
관악구,D3042 3-5S 서원동 92-239,37.4779,126.9354,1,1,2022.0,12.0,,서울,관악구,92,291,,,서울 관악구 신림동 92-291
관악구,D3042 2-5S 서원동 92-239,37.4779,126.9355,1,1,2022.0,12.0,,서울,관악구,92,270,,,서울 관악구 신림동 92-270
관악구,D3042 4-5S 서원동 92-239,37.4781,126.9354,1,1,2022.0,12.0,,서울,관악구,92,238,,,서울 관악구 신림동 92-238
관악구,D3042 5-5S 서원동 92-239,37.478,126.9353,1,1,2022.0,12.0,,서울,관악구,92,239,,,서울 관악구 신림동 92-239
관악구,D3043 1-1R 서원동 1641-52,37.4806,126.9305,1,1,2022.0,12.0,,서울,관악구,1641,55,,,서울 관악구 신림동 1641-55
관악구,D3044 1-4RL 서원동 10-299,37.4824,126.9321,1,1,2022.0,12.0,,서울,관악구,10,209,,,서울 관악구 신림동 10-209
관악구,D3044 2-4SZ 서원동 10-299,37.4824,126.932,1,1,2022.0,12.0,,서울,관악구,10,209,,,서울 관악구 신림동 10-209
관악구,D3044 3-4SZ 서원동 10-299,37.4825,126.9321,1,1,2022.0,12.0,,서울,관악구,10,299,,,서울 관악구 신림동 10-299
관악구,D3046 1-4R 성현동 480-51,37.4885,126.9482,1,1,2022.0,12.0,,서울,관악구,101,441,,,서울 관악구 봉천동 산 101-441
관악구,D3044 4-4SZ 서원동 10-299,37.4824,126.9323,1,1,2022.0,12.0,,서울,관악구,10,654,,,서울 관악구 신림동 10-654
관악구,D3045 1-1R 서원동 75-8,37.4839,126.931,1,1,2022.0,12.0,,서울,관악구,75,32,,,서울 관악구 신림동 75-32
관악구,D3046 2-4S 성현동 480-51,37.4885,126.9482,1,1,2022.0,12.0,,서울,관악구,101,441,,,서울 관악구 봉천동 산 101-441
관악구,D3046 3-4S 성현동 480-51,37.4885,126.9482,1,1,2022.0,12.0,,서울,관악구,101,441,,,서울 관악구 봉천동 산 101-441
관악구,D3046 4-4S 성현동 480-51,37.4886,126.9483,1,1,2022.0,12.0,,서울,관악구,480,138,,,서울 관악구 봉천동 480-138
관악구,D3047 1-2SZ 청림동 10-36,37.4891,126.959,1,1,2022.0,12.0,,서울,관악구,10,33,,,서울 관악구 봉천동 10-33
관악구,D3047 2-2SZ 청림동 10-36,37.489,126.959,1,1,2022.0,12.0,,서울,관악구,10,68,,,서울 관악구 봉천동 10-68
관악구,D3048 2-4S 신림동 1430-1,37.4883,126.9276,1,1,2022.0,12.0,,서울,관악구,1469,1,,,서울 관악구 신림동 1469-1
관악구,D3048 1-4R 신림동 1430-1,37.4884,126.9276,1,1,2022.0,12.0,,서울,관악구,1469,1,,,서울 관악구 신림동 1469-1
관악구,D3048 3-4S 신림동 1430-1,37.4884,126.9277,1,1,2022.0,12.0,,서울,관악구,1469,1,,,서울 관악구 신림동 1469-1
관악구,D3048 4-4S 신림동 1430-1,37.4883,126.9275,1,1,2022.0,12.0,,서울,관악구,1430,22,,,서울 관악구 신림동 1430-22
관악구,D3049 1-1R 신림동 1422-24,37.4846,126.9311,1,1,2022.0,12.0,,서울,관악구,1467,5,,,서울 관악구 신림동 1467-5
관악구,D3050 5-5S 신림동 1430-12,37.4873,126.9281,1,1,2022.0,12.0,,서울,관악구,1470,,,,서울 관악구 신림동 1470
관악구,D3051 1-1R 신사동 475-75,37.4887,126.9185,1,1,2022.0,12.0,,서울,관악구,1715,,,,서울 관악구 신림동 1715
관악구,D3052 1-5R 신사동 462-12,37.4861,126.921,1,1,2022.0,12.0,,서울,관악구,470,,,,서울 관악구 신림동 470
관악구,D3052 3-5SC 신사동 462-12,37.486,126.921,1,1,2022.0,12.0,,서울,관악구,469,5,,,서울 관악구 신림동 469-5
관악구,D3052 4-5S 신사동 462-12,37.4861,126.9209,1,1,2022.0,12.0,,서울,관악구,470,,,,서울 관악구 신림동 470
관악구,D3052 5-5SC 신사동 462-12,37.4862,126.921,1,1,2022.0,12.0,,서울,관악구,470,,,,서울 관악구 신림동 470
관악구,D3052 2-5S 신사동 462-12,37.4862,126.9212,1,1,2022.0,12.0,,서울,관악구,470,,,,서울 관악구 신림동 470
관악구,D3053 1-5RZ 신사동 463-76,37.4855,126.9237,1,1,2022.0,12.0,,서울,관악구,463,76,,,서울 관악구 신림동 463-76
관악구,D3053 2-5SZ 신사동 463-76,37.4855,126.9237,1,1,2022.0,12.0,,서울,관악구,463,76,,,서울 관악구 신림동 463-76
관악구,D3053 3-5SZ 신사동 463-76,37.4854,126.9237,1,1,2022.0,12.0,,서울,관악구,1473,2,,,서울 관악구 신림동 1473-2
관악구,D3053 4-5SZ 신사동 463-76,37.4854,126.924,1,1,2022.0,12.0,,서울,관악구,1472,4,,,서울 관악구 신림동 1472-4
관악구,D3054 1-1R 신원동 414-21,37.4777,126.9289,1,1,2022.0,12.0,,서울,관악구,414,19,,,서울 관악구 신림동 414-19
관악구,D3053 5-5SZ 신사동 463-76,37.4855,126.9238,1,1,2022.0,12.0,,서울,관악구,463,,,,서울 관악구 신림동 463
관악구,D3055 1-3R 신원동 412-38,37.4778,126.9303,1,1,2022.0,12.0,,서울,관악구,412,29,,,서울 관악구 신림동 412-29
관악구,D3055 2-3UC 신원동 412-38,37.4778,126.9303,1,1,2022.0,12.0,,서울,관악구,412,29,,,서울 관악구 신림동 412-29
관악구,D3055 3-3UC 신원동 412-38,37.4777,126.9303,1,1,2022.0,12.0,,서울,관악구,412,29,,,서울 관악구 신림동 412-29
관악구,D3056 1-1R 신원동 1626-22,37.4783,126.9258,1,1,2022.0,12.0,,서울,관악구,1642,19,,,서울 관악구 신림동 1642-19
관악구,D3057 1-5R 신원동 440-41,37.4813,126.9228,1,1,2022.0,12.0,,서울,관악구,441,151,,,서울 관악구 신림동 441-151
관악구,D3057 2-5S 신원동 440-41,37.4812,126.9228,1,1,2022.0,12.0,,서울,관악구,440,45,,,서울 관악구 신림동 440-45
관악구,D3057 5-5S 신원동 440-41,37.4814,126.9228,1,1,2022.0,12.0,,서울,관악구,441,51,,,서울 관악구 신림동 441-51
관악구,D3057 3-5S 신원동 440-41,37.4813,126.9227,1,1,2022.0,12.0,,서울,관악구,441,85,,,서울 관악구 신림동 441-85
관악구,D3057 4-5S 신원동 440-41,37.4813,126.923,1,1,2022.0,12.0,,서울,관악구,440,41,,,서울 관악구 신림동 440-41
관악구,D3058 1-5R 신원동 1634-96,37.4789,126.9313,1,1,2022.0,12.0,,서울,관악구,1634,14,,,서울 관악구 신림동 1634-14
관악구,D3058 2-5S 신원동 1634-96,37.4788,126.9314,1,1,2022.0,12.0,,서울,관악구,1634,17,,,서울 관악구 신림동 1634-17
관악구,D3058 3-5S 신원동 1634-96,37.4789,126.9312,1,1,2022.0,12.0,,서울,관악구,1634,96,,,서울 관악구 신림동 1634-96
관악구,D3058 4-5S 신원동 1634-96,37.4788,126.9312,1,1,2022.0,12.0,,서울,관악구,1634,22,,,서울 관악구 신림동 1634-22
관악구,D3058 5-5S 신원동 1634-96,37.4789,126.9314,1,1,2022.0,12.0,,서울,관악구,1634,9,,,서울 관악구 신림동 1634-9
관악구,D3060 1-1R 신원동 1634-1,37.4799,126.9303,1,1,2022.0,12.0,,서울,관악구,1642,12,,,서울 관악구 신림동 1642-12
관악구,D3059 1-1R 신원동 1635-118,37.4792,126.9295,1,1,2022.0,12.0,,서울,관악구,1642,12,,,서울 관악구 신림동 1642-12
관악구,D3061 1-1R 은천동 910-44,37.4838,126.946,1,1,2022.0,12.0,,서울,관악구,975,11,,,서울 관악구 봉천동 975-11
관악구,D3062 1-5R 은천동 635-480호 코너,37.4891,126.9399,1,1,2022.0,12.0,,서울,관악구,635,565,,,서울 관악구 봉천동 635-565
관악구,D3062 2-5S 은천동 635-480호 코너,37.489,126.9398,1,1,2022.0,12.0,,서울,관악구,635,494,,,서울 관악구 봉천동 635-494
관악구,D3062 3-5S 은천동 635-480호 코너,37.4891,126.9398,1,1,2022.0,12.0,,서울,관악구,635,480,,,서울 관악구 봉천동 635-480
관악구,D3062 4-5S 은천동 635-480호 코너,37.4891,126.9399,1,1,2022.0,12.0,,서울,관악구,635,565,,,서울 관악구 봉천동 635-565
관악구,D3062 5-5S 은천동 635-480호 코너,37.489,126.94,1,1,2022.0,12.0,,서울,관악구,635,493,,,서울 관악구 봉천동 635-493
관악구,D3063 1-5R 인헌동 180-196,37.4698,126.9695,1,1,2022.0,12.0,,서울,관악구,180,167,,,서울 관악구 봉천동 180-167
관악구,D3063 4-5S 인헌동 180-196,37.4697,126.9696,1,1,2022.0,12.0,,서울,관악구,180,167,,,서울 관악구 봉천동 180-167
관악구,D3063 2-5S 인헌동 180-196,37.4699,126.9695,1,1,2022.0,12.0,,서울,관악구,180,167,,,서울 관악구 봉천동 180-167
관악구,D3063 3-5S 인헌동 180-196,37.4699,126.9697,1,1,2022.0,12.0,,서울,관악구,180,167,,,서울 관악구 봉천동 180-167
관악구,D3063 5-5S 인헌동 180-196,37.4698,126.9694,1,1,2022.0,12.0,,서울,관악구,180,196,,,서울 관악구 봉천동 180-196
관악구,D3064 1-1R 인헌동 180-38,37.4706,126.9651,1,1,2022.0,12.0,,서울,관악구,180,11,,,서울 관악구 봉천동 180-11
관악구,D3065 1-5R 인헌동 196-215,37.4729,126.9647,1,1,2022.0,12.0,,서울,관악구,196,1,,,서울 관악구 봉천동 196-1
관악구,D3065 2-5S 인헌동 196-215,37.4729,126.9648,1,1,2022.0,12.0,,서울,관악구,196,54,,,서울 관악구 봉천동 196-54
관악구,D3065 4-5S 인헌동 196-215,37.4728,126.9647,1,1,2022.0,12.0,,서울,관악구,196,214,,,서울 관악구 봉천동 196-214
관악구,D3065 3-5S 인헌동 196-215,37.4729,126.9647,1,1,2022.0,12.0,,서울,관악구,196,1,,,서울 관악구 봉천동 196-1
관악구,D3065 5-5S 인헌동 196-215,37.4728,126.9648,1,1,2022.0,12.0,,서울,관악구,196,215,,,서울 관악구 봉천동 196-215
관악구,D3066 1-5R 인헌동 1656-5,37.4755,126.9656,1,1,2022.0,12.0,,서울,관악구,1693,48,,,서울 관악구 봉천동 1693-48
관악구,D3066 2-5S 인헌동 1656-5,37.4756,126.9654,1,1,2022.0,12.0,,서울,관악구,1693,66,,,서울 관악구 봉천동 1693-66
관악구,D3066 3-5S 인헌동 1656-5,37.4757,126.9657,1,1,2022.0,12.0,,서울,관악구,1693,48,,,서울 관악구 봉천동 1693-48
관악구,D3066 4-5S 인헌동 1656-5,37.4754,126.9658,1,1,2022.0,12.0,,서울,관악구,1693,48,,,서울 관악구 봉천동 1693-48
관악구,D3066 5-5S 인헌동 1656-5,37.4753,126.9656,1,1,2022.0,12.0,,서울,관악구,1693,48,,,서울 관악구 봉천동 1693-48
관악구,D3067 3-3UC 인헌동 180-423,37.4696,126.9659,1,1,2022.0,12.0,,서울,관악구,180,260,,,서울 관악구 봉천동 180-260
관악구,D3067 1-3R 인헌동 180-423,37.4695,126.9658,1,1,2022.0,12.0,,서울,관악구,180,260,,,서울 관악구 봉천동 180-260
관악구,D3067 2-3UC 인헌동 180-423,37.4696,126.9658,1,1,2022.0,12.0,,서울,관악구,180,61,,,서울 관악구 봉천동 180-61
관악구,D3068 1-5RXC 조원동 537-33,37.4825,126.9144,1,1,2022.0,12.0,,서울,관악구,527,,,,서울 관악구 신림동 527
관악구,D3068 2-5U 조원동 537-33,37.4826,126.9142,1,1,2022.0,12.0,,서울,관악구,530,,,,서울 관악구 신림동 530
관악구,D3068 3-5UC 조원동 537-33,37.4824,126.9142,1,1,2022.0,12.0,,서울,관악구,538,1,,,서울 관악구 신림동 538-1
관악구,D3068 4-5U 조원동 537-33,37.4824,126.9144,1,1,2022.0,12.0,,서울,관악구,527,,,,서울 관악구 신림동 527
관악구,D3068 5-5U 조원동 537-33,37.4826,126.9143,1,1,2022.0,12.0,,서울,관악구,527,,,,서울 관악구 신림동 527
관악구,D3070 1-3R 조원동 1666-25,37.4799,126.9002,1,1,2022.0,12.0,,서울,관악구,1676,16,,,서울 관악구 신림동 1676-16
관악구,D3069 1-1RZ 조원동 1662-13,37.4812,126.9022,1,1,2022.0,12.0,,서울,관악구,1676,12,,,서울 관악구 신림동 1676-12
관악구,D3070 2-3UC 조원동 1666-25,37.48,126.9002,1,1,2022.0,12.0,,서울,관악구,1676,16,,,서울 관악구 신림동 1676-16
관악구,D3070 3-3UC 조원동 1666-25,37.4799,126.9003,1,1,2022.0,12.0,,서울,관악구,1676,16,,,서울 관악구 신림동 1676-16
관악구,D3071 1-1R 조원동 1649-13,37.4847,126.9077,1,1,2022.0,12.0,,서울,관악구,1676,3,,,서울 관악구 신림동 1676-3
관악구,D3072 1-4RZ 중앙동 1519-8,37.4839,126.9517,1,1,2022.0,12.0,,서울,관악구,1519,4,,,서울 관악구 봉천동 1519-4
관악구,D3072 2-4SZ 중앙동 1519-8,37.4839,126.9516,1,1,2022.0,12.0,,서울,관악구,1519,4,,,서울 관악구 봉천동 1519-4
관악구,D3072 3-4SZ 중앙동 1519-8,37.4838,126.9517,1,1,2022.0,12.0,,서울,관악구,1519,4,,,서울 관악구 봉천동 1519-4
관악구,D3073 2-4S 중앙동 32-2,37.4834,126.954,1,1,2022.0,12.0,,서울,관악구,859,8,,,서울 관악구 봉천동 859-8
관악구,D3073 3-4S 중앙동 32-2,37.4835,126.954,1,1,2022.0,12.0,,서울,관악구,738,154,,,서울 관악구 봉천동 738-154
관악구,D3073 4-4S 중앙동 32-2,37.4836,126.9542,1,1,2022.0,12.0,,서울,관악구,32,2,,,서울 관악구 봉천동 32-2
관악구,D3073 1-4RX 봉천동 32-2,37.4835,126.9541,1,1,2022.0,12.0,,서울,관악구,738,154,,,서울 관악구 봉천동 738-154
관악구,D3072 4-4SZ 중앙동 1519-8,37.484,126.9517,1,1,2022.0,12.0,,서울,관악구,1519,4,,,서울 관악구 봉천동 1519-4
관악구,D3074 1-4R 중앙동 1516-1,37.4843,126.951,1,1,2022.0,12.0,,서울,관악구,1519,4,,,서울 관악구 봉천동 1519-4
관악구,D3074 2-4S 중앙동 1516-1,37.4843,126.9508,1,1,2022.0,12.0,,서울,관악구,1515,12,,,서울 관악구 봉천동 1515-12
관악구,D3074 3-4S 중앙동 1516-1,37.4843,126.9511,1,1,2022.0,12.0,,서울,관악구,1519,4,,,서울 관악구 봉천동 1519-4
관악구,D3075 1-1R 청룡동 869-13,37.4807,126.9517,1,1,2022.0,12.0,,서울,관악구,981,1,,,서울 관악구 봉천동 981-1
관악구,D3074 4-4S 중앙동 1516-1,37.4842,126.951,1,1,2022.0,12.0,,서울,관악구,1516,1,,,서울 관악구 봉천동 1516-1
관악구,D3076 1-5R 청림동 1-996호 앞,37.4909,126.9572,1,1,2022.0,12.0,,서울,관악구,1002,,,,서울 관악구 봉천동 1002
관악구,D3076 2-5S 청림동 1-996호 앞,37.4909,126.9571,1,1,2022.0,12.0,,서울,관악구,1002,,,,서울 관악구 봉천동 1002
관악구,D3076 3-5S 청림동 1-996호 앞,37.491,126.9574,1,1,2022.0,12.0,,서울,관악구,1002,1,,,서울 관악구 봉천동 1002-1
관악구,D3076 4-5S 청림동 1-996호 앞,37.4908,126.9572,1,1,2022.0,12.0,,서울,관악구,1002,1,,,서울 관악구 봉천동 1002-1
관악구,D3076 5-5S 청림동 1-996호 앞,37.4909,126.9574,1,1,2022.0,12.0,,서울,관악구,1002,1,,,서울 관악구 봉천동 1002-1
