,count,addr,dist,long,lat,type
733,557,서울 관악구 신림동 108-140,0.42,126.9358,37.4735,cctv
734,558,서울 관악구 신림동 107-68,0.44,126.9358,37.4737,cctv
735,559,서울 관악구 신림동 107-52,0.44,126.9359,37.4737,cctv
736,560,서울 관악구 신림동 107-74,0.43,126.9358,37.4736,cctv
737,561,서울 관악구 신림동 108-1,0.43,126.9359,37.4736,cctv
738,562,서울 관악구 신림동 106-3,0.48,126.9363,37.474,cctv
739,563,서울 관악구 신림동 106-4,0.48,126.9362,37.474,cctv
740,564,서울 관악구 신림동 105-41,0.48,126.9364,37.474,cctv
741,565,서울 관악구 신림동 107-140,0.49,126.9362,37.4741,cctv
742,566,서울 관악구 신림동 105-41,0.48,126.9364,37.474,cctv
743,567,서울 관악구 신림동 254-123,0.55,126.9347,37.4648,cctv
744,568,서울 관악구 신림동 254-126,0.57,126.9347,37.4647,cctv
745,569,서울 관악구 신림동 408-135,0.6,126.9356,37.4751,cctv
746,570,서울 관악구 신림동 98-415,0.7,126.9396,37.4752,cctv
747,571,서울 관악구 신림동 98-415,0.69,126.9394,37.4752,cctv
748,572,서울 관악구 신림동 98-333,0.71,126.9397,37.4753,cctv
749,573,서울 관악구 신림동 98-29,0.69,126.9395,37.4751,cctv
750,574,서울 관악구 신림동 103-27,0.51,126.9406,37.4722,cctv
751,575,서울 관악구 신림동 103-27,0.52,126.9407,37.4721,cctv
752,576,서울 관악구 신림동 103-143,0.53,126.9408,37.4722,cctv
753,577,서울 관악구 신림동 103-27,0.5,126.9406,37.472,cctv
754,578,서울 관악구 신림동 103-27,0.52,126.9408,37.472,cctv
755,579,서울 관악구 신림동 103-27,0.61,126.9416,37.4726,cctv
756,580,서울 관악구 신림동 103-27,0.63,126.9418,37.4727,cctv
757,581,서울 관악구 신림동 103-27,0.61,126.9417,37.4725,cctv
758,582,서울 관악구 신림동 251-156,0.45,126.9385,37.4663,cctv
759,583,서울 관악구 신림동 103-27,0.61,126.9415,37.4726,cctv
760,584,서울 관악구 신림동 103-27,0.62,126.9416,37.4727,cctv
761,585,서울 관악구 신림동 103-27,0.48,126.9408,37.4713,cctv
762,586,서울 관악구 신림동 103-27,0.5,126.941,37.4713,cctv
763,587,서울 관악구 신림동 103-215,0.48,126.9407,37.4714,cctv
764,588,서울 관악구 신림동 103-216,0.49,126.9408,37.4715,cctv
765,589,서울 관악구 신림동 251-315,0.58,126.9394,37.4654,cctv
766,590,서울 관악구 신림동 251-126,0.6,126.9393,37.4652,cctv
767,591,서울 관악구 신림동 646-331,0.97,126.9247,37.4702,cctv
768,592,서울 관악구 신림동 646-245,0.93,126.9251,37.4696,cctv
769,593,서울 관악구 신림동 646-245,0.93,126.9251,37.4696,cctv
770,594,서울 관악구 신림동 646-245,0.94,126.925,37.4696,cctv
771,595,서울 관악구 신림동 646-243,0.96,126.9248,37.4692,cctv
772,596,서울 관악구 신림동 646-254,0.97,126.9247,37.4691,cctv
773,597,서울 관악구 신림동 646-256,0.96,126.9248,37.4693,cctv
774,598,서울 관악구 신림동 103-27,0.52,126.9403,37.4726,cctv
775,599,서울 관악구 신림동 103-20,0.53,126.9404,37.4727,cctv
776,600,서울 관악구 신림동 103-27,0.51,126.9403,37.4725,cctv
777,601,서울 관악구 신림동 103-27,0.52,126.9402,37.4727,cctv
778,602,서울 관악구 신림동 103-27,0.51,126.9402,37.4726,cctv
779,603,서울 관악구 신림동 1558,0.29,126.9343,37.4674,cctv
780,604,서울 관악구 신림동 1558,0.28,126.9343,37.4675,cctv
781,605,서울 관악구 신림동 1558,0.29,126.9342,37.4674,cctv
782,606,서울 관악구 신림동 1558,0.29,126.9343,37.4674,cctv
783,607,서울 관악구 신림동 1558,0.28,126.9344,37.4674,cctv
784,608,서울 관악구 신림동 산 20-10,0.66,126.9431,37.4689,cctv
785,609,서울 관악구 신림동 산 20-3,0.65,126.943,37.4688,cctv
786,610,서울 관악구 신림동 산 20-3,0.64,126.9429,37.4689,cctv
787,611,서울 관악구 신림동 231-64,0.67,126.9432,37.4688,cctv
788,612,서울 관악구 신림동 221-3,0.66,126.9431,37.469,cctv
789,613,서울 관악구 신림동 409-2,0.78,126.9325,37.4763,cctv
790,614,서울 관악구 신림동 409-2,0.78,126.9326,37.4763,cctv
791,615,서울 관악구 신림동 409-2,0.78,126.9325,37.4763,cctv
792,616,서울 관악구 신림동 409-2,0.79,126.9324,37.4763,cctv
793,617,서울 관악구 신림동 409-2,0.79,126.9325,37.4764,cctv
794,618,서울 관악구 신림동 산 156-9,0.51,126.9319,37.4732,cctv
795,619,서울 관악구 신림동 산 156-9,0.51,126.9319,37.4732,cctv
796,620,서울 관악구 신림동 396-18,0.5,126.932,37.4732,cctv
797,621,서울 관악구 신림동 396-18,0.5,126.932,37.4732,cctv
798,622,서울 관악구 신림동 396-32,0.52,126.9319,37.4733,cctv
799,623,서울 관악구 신림동 산 68-1,0.6,126.9324,37.465,cctv
800,624,서울 관악구 신림동 396-18,0.5,126.932,37.4732,cctv
801,625,서울 관악구 신림동 산 68-1,0.6,126.9325,37.465,cctv
802,626,서울 관악구 신림동 산 68-1,0.59,126.9324,37.4651,cctv
803,627,서울 관악구 신림동 산 68-1,0.61,126.9324,37.4649,cctv
804,628,서울 관악구 신림동 128-12,0.35,126.9391,37.4714,cctv
805,629,서울 관악구 신림동 128-12,0.35,126.939,37.4714,cctv
806,630,서울 관악구 신림동 129-5,0.35,126.9391,37.4713,cctv
807,631,서울 관악구 신림동 129-5,0.36,126.9392,37.4713,cctv
808,632,서울 관악구 신림동 808-508,0.7,126.9301,37.4653,cctv
809,633,서울 관악구 신림동 808-508,0.7,126.9301,37.4653,cctv
810,634,서울 관악구 신림동 1704-10,0.7,126.93,37.4653,cctv
811,635,서울 관악구 신림동 808-506,0.7,126.9301,37.4652,cctv
812,636,서울 관악구 신림동 1549,0.22,126.9357,37.4677,cctv
813,637,서울 관악구 신림동 1547-4,0.23,126.9356,37.4677,cctv
814,638,서울 관악구 신림동 1549,0.21,126.9355,37.4678,cctv
815,639,서울 관악구 신림동 1549,0.22,126.9357,37.4677,cctv
816,640,서울 관악구 신림동 98-127,0.84,126.943,37.4745,cctv
817,641,서울 관악구 신림동 98-110,0.84,126.9429,37.4746,cctv
818,642,서울 관악구 신림동 98-269,0.83,126.9429,37.4745,cctv
819,643,서울 관악구 신림동 98-51,0.84,126.943,37.4746,cctv
820,644,서울 관악구 신림동 108-26,0.32,126.9356,37.4726,cctv
821,645,서울 관악구 신림동 108-88,0.31,126.9356,37.4725,cctv
822,646,서울 관악구 신림동 108-26,0.32,126.9356,37.4726,cctv
823,647,서울 관악구 신림동 241-70,0.33,126.9394,37.4694,cctv
824,648,서울 관악구 신림동 241-70,0.32,126.9393,37.4694,cctv
825,649,서울 관악구 신림동 819-2,0.31,126.9392,37.4693,cctv
826,650,서울 관악구 신림동 211,0.82,126.9449,37.4691,cctv
827,651,서울 관악구 신림동 211,0.83,126.945,37.4691,cctv
828,652,서울 관악구 신림동 211,0.82,126.9449,37.469,cctv
829,653,서울 관악구 신림동 366,0.57,126.9292,37.4699,cctv
830,654,서울 관악구 신림동 366,0.57,126.9292,37.4699,cctv
831,655,서울 관악구 신림동 835-3,0.58,126.9291,37.4699,cctv
832,656,서울 관악구 신림동 366,0.58,126.9291,37.47,cctv
833,657,서울 관악구 신림동 366,0.58,126.9291,37.47,cctv
834,658,서울 관악구 신림동 835-3,0.58,126.9291,37.4699,cctv
835,659,서울 관악구 신림동 366,0.58,126.9291,37.47,cctv
836,660,서울 관악구 신림동 366,0.57,126.9292,37.47,cctv
837,661,서울 관악구 신림동 366,0.58,126.9291,37.47,cctv
838,662,서울 관악구 신림동 366,0.57,126.9292,37.47,cctv
839,663,서울 관악구 신림동 366,0.57,126.9292,37.47,cctv
840,664,서울 관악구 신림동 366,0.56,126.9293,37.47,cctv
841,665,서울 관악구 신림동 366,0.56,126.9293,37.47,cctv
842,666,서울 관악구 신림동 366,0.58,126.9291,37.4701,cctv
843,667,서울 관악구 신림동 366,0.58,126.9291,37.4701,cctv
844,668,서울 관악구 신림동 366,0.57,126.9292,37.4701,cctv
845,669,서울 관악구 신림동 366,0.57,126.9292,37.4701,cctv
846,670,서울 관악구 신림동 366,0.57,126.9292,37.4701,cctv
847,671,서울 관악구 신림동 366,0.56,126.9293,37.4701,cctv
848,672,서울 관악구 신림동 366,0.56,126.9293,37.4701,cctv
849,673,서울 관악구 신림동 366,0.56,126.9293,37.4701,cctv
850,674,서울 관악구 신림동 366,0.56,126.9294,37.4701,cctv
851,675,서울 관악구 신림동 366,0.56,126.9294,37.4701,cctv
852,676,서울 관악구 신림동 366,0.56,126.9294,37.4701,cctv
853,677,서울 관악구 신림동 366,0.55,126.9295,37.4701,cctv
854,678,서울 관악구 신림동 366,0.58,126.9291,37.4701,cctv
855,679,서울 관악구 신림동 366,0.58,126.9291,37.4701,cctv
856,680,서울 관악구 신림동 366,0.57,126.9292,37.4701,cctv
857,681,서울 관악구 신림동 366,0.57,126.9292,37.4701,cctv
858,682,서울 관악구 신림동 366,0.56,126.9293,37.4701,cctv
859,683,서울 관악구 신림동 366,0.57,126.9292,37.4701,cctv
860,684,서울 관악구 신림동 366,0.56,126.9293,37.4701,cctv
861,685,서울 관악구 신림동 366,0.56,126.9293,37.4701,cctv
862,686,서울 관악구 신림동 366,0.56,126.9294,37.4701,cctv
863,687,서울 관악구 신림동 366,0.56,126.9294,37.4701,cctv
864,688,서울 관악구 신림동 366,0.58,126.9291,37.4701,cctv
865,689,서울 관악구 신림동 366,0.58,126.9291,37.4701,cctv
866,690,서울 관악구 신림동 366,0.57,126.9292,37.4701,cctv
867,691,서울 관악구 신림동 366,0.57,126.9292,37.4701,cctv
868,692,서울 관악구 신림동 366,0.56,126.9293,37.4701,cctv
869,693,서울 관악구 신림동 366,0.56,126.9293,37.4701,cctv
870,694,서울 관악구 신림동 366,0.56,126.9293,37.4701,cctv
871,695,서울 관악구 신림동 366,0.56,126.9294,37.4701,cctv
872,696,서울 관악구 신림동 366,0.56,126.9294,37.4701,cctv
873,697,서울 관악구 신림동 366,0.56,126.9294,37.4701,cctv
874,698,서울 관악구 신림동 366,0.57,126.9292,37.4701,cctv
875,699,서울 관악구 신림동 366,0.55,126.9295,37.4701,cctv
876,700,서울 관악구 신림동 366,0.55,126.9295,37.4701,cctv
877,701,서울 관악구 신림동 366,0.55,126.9295,37.4701,cctv
878,702,서울 관악구 신림동 366,0.55,126.9295,37.4701,cctv
879,703,서울 관악구 신림동 366,0.58,126.9291,37.47,cctv
880,704,서울 관악구 신림동 366,0.59,126.929,37.47,cctv
881,705,서울 관악구 신림동 366,0.59,126.929,37.4701,cctv
882,706,서울 관악구 신림동 366,0.59,126.929,37.47,cctv
883,707,서울 관악구 신림동 366,0.59,126.929,37.4701,cctv
884,708,서울 관악구 신림동 366,0.59,126.929,37.4701,cctv
885,709,서울 관악구 신림동 366,0.6,126.9289,37.4701,cctv
886,710,서울 관악구 신림동 366,0.59,126.929,37.4701,cctv
887,711,서울 관악구 신림동 366,0.59,126.929,37.4701,cctv
888,712,서울 관악구 신림동 366,0.59,126.929,37.4701,cctv
889,713,서울 관악구 신림동 366,0.6,126.9289,37.4701,cctv
890,714,서울 관악구 신림동 306-59,0.65,126.9334,37.4642,cctv
891,715,서울 관악구 신림동 306-59,0.65,126.9334,37.4642,cctv
892,716,서울 관악구 신림동 306-59,0.64,126.9335,37.4642,cctv
893,717,서울 관악구 신림동 306-59,0.64,126.9336,37.4642,cctv
894,718,서울 관악구 신림동 306-59,0.65,126.9334,37.4642,cctv
895,719,서울 관악구 신림동 306-59,0.65,126.9334,37.4642,cctv
896,720,서울 관악구 신림동 306-59,0.64,126.9335,37.4642,cctv
897,721,서울 관악구 신림동 306-59,0.65,126.9335,37.4641,cctv
898,722,서울 관악구 신림동 306-59,0.64,126.9336,37.4642,cctv
899,723,서울 관악구 신림동 306-59,0.66,126.9334,37.4641,cctv
900,724,서울 관악구 신림동 306-59,0.65,126.9335,37.4641,cctv
901,725,서울 관악구 신림동 306-59,0.65,126.9336,37.4641,cctv
902,726,서울 관악구 신림동 306-59,0.67,126.9334,37.464,cctv
903,727,서울 관악구 신림동 306-59,0.66,126.9335,37.464,cctv
904,728,서울 관악구 신림동 306-59,0.66,126.9335,37.464,cctv
905,729,서울 관악구 신림동 산 68-2,0.68,126.9334,37.4639,cctv
906,730,서울 관악구 신림동 306-59,0.66,126.9336,37.464,cctv
907,731,서울 관악구 신림동 산 68-2,0.68,126.9335,37.4639,cctv
908,732,서울 관악구 신림동 산 68-2,0.67,126.9336,37.4639,cctv
909,733,서울 관악구 신림동 산 68-2,0.67,126.9336,37.4639,cctv
910,734,서울 관악구 신림동 산 68-2,0.68,126.9335,37.4639,cctv
911,735,서울 관악구 신림동 산 68-2,0.67,126.9336,37.4639,cctv
912,736,서울 관악구 신림동 103-35,0.59,126.9407,37.4732,cctv
913,737,서울 관악구 신림동 103-35,0.57,126.9405,37.4732,cctv
914,738,서울 관악구 신림동 218-2,0.8,126.9446,37.4685,cctv
915,739,서울 관악구 신림동 218-2,0.8,126.9446,37.4686,cctv
916,740,서울 관악구 신림동 218-3,0.8,126.9447,37.4687,cctv
917,741,서울 관악구 신림동 1706,0.79,126.9445,37.4686,cctv
918,742,서울 관악구 신림동 94-33,0.84,126.9375,37.4771,cctv
919,743,서울 관악구 신림동 808-393,0.83,126.9373,37.4771,cctv
920,744,서울 관악구 신림동 94-33,0.85,126.9378,37.4772,cctv
921,745,서울 관악구 신림동 808-393,0.85,126.9372,37.4773,cctv
922,746,서울 관악구 신림동 808-397,0.8,126.9374,37.4768,cctv
923,747,서울 관악구 신림동 239-4,0.21,126.9377,37.4707,cctv
924,748,서울 관악구 신림동 808-134,0.21,126.9377,37.4708,cctv
925,749,서울 관악구 신림동 818-15,0.2,126.9377,37.4706,cctv
926,750,서울 관악구 신림동 239-4,0.22,126.9379,37.4707,cctv
927,751,서울 관악구 신림동 266,0.19,126.9375,37.4707,cctv
928,752,서울 관악구 신림동 1540,0.19,126.9377,37.4692,cctv
929,753,서울 관악구 신림동 246-82,0.2,126.9379,37.4692,cctv
930,754,서울 관악구 신림동 1540,0.19,126.9378,37.4693,cctv
931,755,서울 관악구 신림동 1540,0.19,126.9377,37.4692,cctv
932,756,서울 관악구 신림동 1538-2,0.18,126.9376,37.4692,cctv
933,757,서울 관악구 봉천동 1732-7,0.89,126.9432,37.4751,cctv
934,758,서울 관악구 봉천동 1731-2,0.9,126.9432,37.4752,cctv
935,759,서울 관악구 신림동 237-3,0.37,126.9398,37.4704,cctv
936,760,서울 관악구 신림동 237-3,0.37,126.9398,37.4704,cctv
937,761,서울 관악구 신림동 233-10,0.49,126.9411,37.4688,cctv
938,762,서울 관악구 신림동 233-10,0.5,126.9412,37.4688,cctv
939,763,서울 관악구 신림동 233-10,0.51,126.9413,37.4688,cctv
940,764,서울 관악구 봉천동 1693-15,0.92,126.9406,37.477,cctv
941,765,서울 관악구 봉천동 1732-6,0.91,126.9407,37.4769,cctv
942,766,서울 관악구 봉천동 1732-6,0.91,126.9408,37.4768,cctv
943,767,서울 관악구 봉천동 1732-6,0.92,126.9411,37.4768,cctv
944,768,서울 관악구 신림동 94-312,0.99,126.9386,37.4783,cctv
945,769,서울 관악구 신림동 94-312,0.99,126.9387,37.4783,cctv
946,770,서울 관악구 신림동 94-253,0.98,126.9386,37.4782,cctv
947,771,서울 관악구 신림동 94-190,0.99,126.9385,37.4783,cctv
948,772,서울 관악구 신림동 251-15,0.31,126.9388,37.4684,cctv
949,773,서울 관악구 신림동 251-15,0.31,126.9388,37.4684,cctv
950,774,서울 관악구 신림동 251-15,0.32,126.9389,37.4684,cctv
951,775,서울 관악구 신림동 254-291,0.45,126.9376,37.466,cctv
952,776,서울 관악구 신림동 254-291,0.45,126.9376,37.466,cctv
953,777,서울 관악구 신림동 1705-2,0.43,126.9374,37.4661,cctv
954,778,서울 관악구 신림동 254-292,0.44,126.9376,37.4661,cctv
955,779,서울 관악구 신림동 254-199,0.47,126.9366,37.4656,cctv
956,780,서울 관악구 신림동 254-199,0.47,126.9366,37.4656,cctv
957,781,서울 관악구 신림동 401-10,0.55,126.9321,37.4738,cctv
958,782,서울 관악구 신림동 254-199,0.45,126.9365,37.4657,cctv
959,783,서울 관악구 신림동 254-214,0.46,126.9367,37.4657,cctv
960,784,서울 관악구 신림동 827-3,0.56,126.932,37.4738,cctv
961,785,서울 관악구 신림동 396-40,0.55,126.9322,37.4738,cctv
962,786,서울 관악구 신림동 827-3,0.56,126.932,37.4738,cctv
963,787,서울 관악구 신림동 1558,0.36,126.9325,37.4677,cctv
964,788,서울 관악구 신림동 1558,0.39,126.932,37.4678,cctv
965,789,서울 관악구 신림동 1558,0.4,126.932,37.4677,cctv
966,790,서울 관악구 신림동 1558,0.37,126.9324,37.4677,cctv
967,791,서울 관악구 신림동 808-117,0.56,126.9303,37.467,cctv
968,792,서울 관악구 신림동 808-143,0.57,126.9304,37.4668,cctv
969,793,서울 관악구 신림동 808-117,0.58,126.9302,37.4669,cctv
970,794,서울 관악구 신림동 808-725,0.58,126.9302,37.4668,cctv
971,795,서울 관악구 신림동 343,0.57,126.9297,37.4679,cctv
972,796,서울 관악구 신림동 808-502,0.36,126.9316,37.4693,cctv
973,797,서울 관악구 신림동 808-241,0.58,126.9292,37.4708,cctv
974,798,서울 관악구 신림동 364-2,0.58,126.9292,37.4707,cctv
975,799,서울 관악구 신림동 383-11,0.57,126.9294,37.4708,cctv
976,800,서울 관악구 신림동 1721,0.59,126.9292,37.471,cctv
977,801,서울 관악구 신림동 1726-1,0.59,126.9291,37.4708,cctv
978,802,서울 관악구 신림동 408-35,0.68,126.9354,37.4758,cctv
979,803,서울 관악구 신림동 98-50,0.72,126.9408,37.4748,cctv
980,804,서울 관악구 신림동 103-27,0.64,126.9413,37.4733,cctv
981,805,서울 관악구 신림동 103-27,0.42,126.9395,37.4719,cctv
982,806,서울 관악구 신림동 103-109,0.4,126.9393,37.4719,cctv
983,807,서울 관악구 신림동 103-27,0.41,126.9394,37.472,cctv
984,808,서울 관악구 신림동 103-131,0.43,126.9397,37.4719,cctv
985,809,서울 관악구 신림동 103-27,0.42,126.9396,37.4718,cctv
986,810,서울 관악구 신림동 98-350,0.72,126.9398,37.4753,cctv
987,811,서울 관악구 신림동 835-6,0.55,126.9294,37.4695,cctv
988,812,서울 관악구 신림동 835-6,0.55,126.9295,37.4695,cctv
989,813,서울 관악구 신림동 836-1,0.55,126.9295,37.4694,cctv
990,814,서울 관악구 신림동 365-3,0.54,126.9296,37.4695,cctv
991,815,서울 관악구 신림동 산 132-7,0.93,126.9253,37.4681,cctv
992,816,서울 관악구 신림동 336-8,0.94,126.9252,37.4681,cctv
993,817,서울 관악구 신림동 336-8,0.94,126.9253,37.468,cctv
994,818,서울 관악구 신림동 336-8,0.92,126.9254,37.4681,cctv
995,819,서울 관악구 신림동 1527,0.11,126.935,37.4705,cctv
996,820,서울 관악구 신림동 1527,0.1,126.9351,37.4705,cctv
997,821,서울 관악구 신림동 272-2,0.11,126.935,37.4706,cctv
998,822,서울 관악구 신림동 1523-1,0.12,126.9348,37.4705,cctv
999,823,서울 관악구 신림동 1527,0.1,126.935,37.4704,cctv
1000,824,서울 관악구 신림동 244-17,0.47,126.9408,37.4687,cctv
1001,825,서울 관악구 신림동 233-1,0.46,126.9407,37.4686,cctv
1002,826,서울 관악구 신림동 244-193,0.45,126.9407,37.4688,cctv
1003,827,서울 관악구 신림동 117-10,0.19,126.937,37.4711,cctv
1004,828,서울 관악구 신림동 808-134,0.18,126.937,37.471,cctv
1005,829,서울 관악구 신림동 117-4,0.2,126.9369,37.4712,cctv
1006,830,서울 관악구 신림동 117-10,0.17,126.9366,37.4711,cctv
1007,831,서울 관악구 신림동 산 73-2,0.95,126.932,37.4617,cctv
1008,832,서울 관악구 신림동 808-406,0.2,126.9373,37.471,cctv
1009,833,서울 관악구 신림동 산 73-2,0.94,126.932,37.4618,cctv
1010,834,서울 관악구 신림동 산 73-2,0.94,126.9319,37.4618,cctv
1011,835,서울 관악구 신림동 334-1,0.83,126.9272,37.4664,cctv
1012,836,서울 관악구 신림동 337,0.84,126.9272,37.4663,cctv
1013,837,서울 관악구 신림동 1704-5,0.83,126.9273,37.4664,cctv
1014,838,서울 관악구 신림동 산 88,0.66,126.9291,37.4669,cctv
1015,839,서울 관악구 신림동 841-3,0.65,126.9292,37.4669,cctv
1016,840,서울 관악구 신림동 산 88-1,0.67,126.929,37.4668,cctv
1017,841,서울 관악구 신림동 393-18,0.35,126.9327,37.4718,cctv
1018,842,서울 관악구 신림동 808-494,0.35,126.9326,37.4717,cctv
1019,843,서울 관악구 신림동 646-511,0.99,126.9245,37.4689,cctv
1020,844,서울 관악구 신림동 646-243,0.97,126.9247,37.4689,cctv
1021,845,서울 관악구 신림동 646-243,0.97,126.9247,37.4689,cctv
1022,846,서울 관악구 신림동 646-243,0.98,126.9246,37.469,cctv
1023,847,서울 관악구 신림동 408-35,0.69,126.9361,37.4759,cctv
1024,848,서울 관악구 신림동 251-127,0.57,126.9392,37.4654,cctv
1025,849,서울 관악구 신림동 408-35,0.69,126.9361,37.4759,cctv
1026,850,서울 관악구 신림동 251-127,0.57,126.9393,37.4655,cctv
1027,851,서울 관악구 신림동 251-119,0.56,126.9392,37.4655,cctv
1028,852,서울 관악구 신림동 835-4,0.6,126.9289,37.4697,cctv
1029,853,서울 관악구 신림동 835-4,0.6,126.9289,37.4697,cctv
1030,854,서울 관악구 신림동 835-4,0.6,126.9289,37.4697,cctv
1031,855,서울 관악구 신림동 835-4,0.6,126.9289,37.4697,cctv
1032,856,서울 관악구 신림동 306-33,0.59,126.9332,37.4648,cctv
1033,857,서울 관악구 신림동 306-32,0.6,126.9333,37.4647,cctv
1034,858,서울 관악구 신림동 110-3,0.38,126.9351,37.4731,cctv
1035,859,서울 관악구 신림동 111-2,0.4,126.935,37.4733,cctv
1036,860,서울 관악구 신림동 110-3,0.39,126.935,37.4732,cctv
1037,861,서울 관악구 신림동 646-331,0.98,126.9246,37.47,cctv
1038,862,서울 관악구 신림동 646-331,0.98,126.9246,37.47,cctv
1039,863,서울 관악구 신림동 808-503,0.5,126.9308,37.4674,cctv
1040,864,서울 관악구 신림동 296-15,0.49,126.931,37.4674,cctv
1041,865,서울 관악구 신림동 808-503,0.5,126.9308,37.4674,cctv
1042,866,서울 관악구 신림동 808-503,0.49,126.9309,37.4675,cctv
1043,867,서울 관악구 신림동 408-35,0.73,126.9361,37.4763,cctv
1044,868,서울 관악구 신림동 94-33,0.85,126.9375,37.4772,cctv
1045,869,서울 관악구 신림동 808-393,0.85,126.9374,37.4772,cctv
1046,870,서울 관악구 신림동 808-393,0.85,126.9373,37.4773,cctv
1047,871,서울 관악구 신림동 94-140,0.87,126.9374,37.4774,cctv
1048,872,서울 관악구 신림동 94-140,0.87,126.9374,37.4774,cctv
1049,873,서울 관악구 신림동 808-418,0.32,126.9331,37.4718,cctv
1050,874,서울 관악구 신림동 808-418,0.32,126.9331,37.4718,cctv
1051,875,서울 관악구 신림동 838-6,0.23,126.9357,37.4718,cctv
1052,876,서울 관악구 신림동 808-117,0.33,126.9331,37.4719,cctv
1053,877,서울 관악구 신림동 838-6,0.25,126.9359,37.472,cctv
1054,878,서울 관악구 신림동 255-166,0.61,126.936,37.4642,cctv
1055,879,서울 관악구 신림동 255-163,0.6,126.936,37.4643,cctv
1056,880,서울 관악구 신림동 255-144,0.68,126.9361,37.4636,cctv
1057,881,서울 관악구 신림동 391-6,0.35,126.9322,37.4712,cctv
1058,882,서울 관악구 신림동 364-12,0.46,126.9305,37.4703,cctv
1059,883,서울 관악구 신림동 210,0.88,126.9455,37.4682,cctv
1060,884,서울 관악구 신림동 210,0.88,126.9455,37.4683,cctv
1061,885,서울 관악구 신림동 808-500,0.57,126.9303,37.4669,cctv
1062,886,서울 관악구 신림동 1564-68,0.82,126.9407,37.4759,cctv
1063,887,서울 관악구 신림동 1564-76,0.84,126.941,37.476,cctv
1064,888,서울 관악구 신림동 408-156,0.8,126.9357,37.4769,cctv
1065,889,서울 관악구 신림동 103-141,0.53,126.9405,37.4725,cctv
1066,890,서울 관악구 신림동 103-141,0.55,126.9407,37.4727,cctv
1067,891,서울 관악구 신림동 1704-4,0.93,126.9269,37.4651,cctv
1068,892,서울 관악구 신림동 산 86-6,0.91,126.9272,37.465,cctv
1069,893,서울 관악구 신림동 409-26,0.79,126.9333,37.4766,cctv
1070,894,서울 관악구 신림동 812-28,0.82,126.9443,37.4669,cctv
1071,895,서울 관악구 신림동 산 63-1,0.58,126.9385,37.465,cctv
1072,896,서울 관악구 신림동 산 63-1,0.61,126.9381,37.4646,cctv
1073,1,서울특별시 관악구 호암로20길 1,0.38,126.932163482267,37.467793136754,women_protective_house
1074,2,서울특별시 관악구 양지5길 2,0.44,126.931278994466,37.4715572281427,women_protective_house
1075,3,서울특별시 관악구 서림3길 32,0.51,126.940016386988,37.4728176344284,women_protective_house
1076,4,서울특별시 관악구 호암로26가길 43,0.23,126.933303761717,37.4688997766138,women_protective_house
1077,5,서울특별시 관악구 호암로26길 47,0.1,126.936234178886,37.4704845600256,women_protective_house
1078,6,서울특별시 관악구 복은길 60,0.62,126.939194045505,37.4745239072927,women_protective_house
1079,7,서울특별시 관악구 호암로24길 6,0.19,126.933544333443,37.469902376597,women_protective_house
1080,8,서울특별시 관악구 호암로20길 67,0.29,126.935734030822,37.467093875724,women_protective_house
1081,1,서울특별시 관악구 대학길 48,0.21,126.937557718035,37.4685736826573,women_protective_parcel
1082,2,서울 관악구 신림로23길 17,0.07,126.935243319909,37.4702439018707,women_protective_parcel
1083,3,서울 관악구 대학길 64,0.26,126.937494625841,37.4679123974454,women_protective_parcel
1084,4,서울 관악구 신림로36길 12-10,0.69,126.937941627879,37.4756616820323,women_protective_parcel
