,count,addr,dist,long,lat,type
33,34,서울특별시 관악구 장군봉 7길 15-4 (비안어린이공원),0.45,126.9401712,37.48063484,bell
34,35.0,,0.56,126.9493785,37.47727121,bell
35,36.0,,0.59,126.9493817,37.47695176,bell
36,37,서울특별시 관악구 국회단지10길 22 (은천어린이공원),0.84,126.9429586,37.48838569,bell
37,38,서울특별시 관악구 쑥고개로2다길 17,0.72,126.9396876,37.47627005,bell
38,39,서울특별시 관악구 남부순환로192길 17,0.97,126.9355224,37.4769122,bell
39,40,서울특별시 관악구 신림로36길 25,0.8,126.9387483,37.47598183,bell
40,41,서울특별시 관악구 신림로38길 6,0.82,126.9377913,37.47657627,bell
41,42,서울특별시 관악구 복은12길 13,0.77,126.9418547,37.47462974,bell
42,43,서울특별시 관악구 봉천로33가길 7-17,0.47,126.9440941,37.48523353,bell
43,44,서울특별시 관악구 장군봉6길 20,0.59,126.9385332,37.48180511,bell
44,45,서울특별시 관악구 은천로25길 7,0.76,126.9490801,37.48716389,bell
45,46,서울특별시 관악구 봉천로43길8,0.42,126.9485466,37.48375179,bell
46,47,서울특별시 관악구 신림로44가길47,0.83,126.9367622,37.47780202,bell
47,48,서울특별시 관악구 신림로32길12,0.98,126.9373768,37.47485743,bell
48,49,서울특별시 관악구 관악로 117(청룡초교 입구),0.89,126.9526763,37.47570052,bell
49,50,서울특별시 관악구 양녕로 30(신봉초교),0.43,126.946777,37.48471983,bell
50,51,서울특별시 관악구 남부순환로202길 26,0.61,126.9385023,37.48238221,bell
51,52,서울특별시 관악구 관악로11가길 18,0.5,126.948689,37.47751689,bell
52,53,서울특별시 관악구 남부순환로 1744-1,0.15,126.944028,37.48200739,bell
53,54,서울특별시 관악구 행운1나길 28,0.84,126.9546551,37.48226788,bell
54,55,서울특별시 관악구 쑥고개로2라길 36,0.65,126.9413609,37.47612944,bell
55,56,서울특별시 관악구 국회단지12길 16,0.88,126.9428329,37.48875248,bell
56,57,서울특별시 관악구 봉천로33가길 19-25,0.46,126.9445929,37.48516808,bell
57,58,서울특별시 관악구 관악로25길6,0.95,126.9547409,37.48496408,bell
58,59,서울특별시 관악구 양녕로5길 11,0.45,126.9457037,37.48506674,bell
59,60,서울특별시 관악구 은천로36길 20-9앞,0.84,126.9531088,37.48522216,bell
60,61,서울특별시 관악구 남부순환로 1802,0.46,126.9504558,37.48085306,bell
61,62,서울특별시 관악구 청룡8길 97,0.43,126.9407374,37.47953206,bell
62,63,서울특별시 관악구 봉천로33길 8,0.32,126.9437248,37.4837095,bell
63,64,서울특별시 관악구 국회단지18길 31,0.93,126.9439868,37.48940295,bell
64,65,서울특별시 관악구 장군봉길 25,0.48,126.9398663,37.48176296,bell
65,66,서울특별시 관악구 신림로44다길 26,0.82,126.9365065,37.47835485,bell
66,67,서울특별시 관악구 남부순환로216길 13,0.34,126.9490396,37.48099088,bell
67,68,서울특별시 관악구 쑥고개로2가길 35,0.67,126.939913,37.47679293,bell
68,69,서울특별시 관악구 남부순환로1677-6,0.81,126.9373103,37.4848395,bell
69,70,서울특별시 관악구 남부순환로 1668(강강술래 부근),0.93,126.9356885,37.48466062,bell
70,71,서울특별시 관악구 서림3길 23,0.98,126.9399173,37.47330476,bell
71,72,서울특별시 관악구 쑥고개로2길 47,0.8,126.9394283,37.47556172,bell
72,73,서울특별시 관악구 복은6길 37,0.91,126.9399905,37.47396367,bell
73,74,서울특별시 관악구 은천로25길 69(새소슬유치원 부근),0.94,126.9486234,37.48909092,bell
74,75,서울특별시 관악구 양녕로2가길 41,0.58,126.9475354,37.48592529,bell
75,76,서울특별시 관악구 관악로 461,0.64,126.9511981,37.47780671,bell
76,77,서울특별시 관악구 봉천로 505,0.94,126.9558718,37.4805268,bell
77,78,서울특별시 관악구 장군봉5길 19,0.41,126.9405995,37.48090683,bell
78,79,서울특별시 관악구 양녕로6나길 30,0.63,126.9496999,37.48552653,bell
79,80,서울특별시 관악구 양녕로6다길 3,0.51,126.9497961,37.4838374,bell
80,81,서울특별시 관악구 복은6길 46,0.92,126.9404569,37.47370342,bell
81,82,서울특별시 관악구 봉천로49길 26,0.67,126.9520502,37.48359202,bell
82,83,서울특별시 관악구 관악로14가길 12(모래내공원#1),0.97,126.9553575,37.47782433,bell
83,84,서울특별시 관악구 관악로14가길 12(모래내공원 화장실),0.96,126.9553884,37.47793426,bell
84,85,서울특별시 관악구 국회단지6길 6,0.88,126.9406328,37.4881223,bell
85,86,서울특별시 관악구 관악로16길 34,0.82,126.9543768,37.47982772,bell
86,87,서울특별시 관악구 관악로6길 21,0.99,126.9536301,37.47526419,bell
87,88,서울특별시 관악구 봉천로45길 5,0.42,126.9493309,37.48291906,bell
88,89,서울특별시 관악구 국회단지5길 16,0.92,126.9395179,37.48806084,bell
89,90,서울특별시 관악구 봉천로 355,0.6,126.9398056,37.48433922,bell
90,91,서울특별시 관악구 봉천로25길 13,0.82,126.9379769,37.48574948,bell
91,92,서울특별시 관악구 봉천로 471-1,0.67,126.9525823,37.48233475,bell
92,93,서울특별시 관악구 중앙길 83,0.68,126.9504055,37.48558297,bell
93,94,서울특별시 관악구 봉천로41길 10,0.35,126.9479671,37.48328685,bell
94,95,서울특별시 관악구 장군봉2길 1,0.46,126.9401839,37.48226928,bell
95,96,서울특별시 관악구 남부순환로206길 32,0.3,126.941804,37.48108245,bell
96,97,서울특별시 관악구 청룡9길 12,0.28,126.9464696,37.47874649,bell
97,98,서울특별시 관악구 청룡15길 23,0.52,126.9469109,37.47660905,bell
98,99,서울특별시 관악구 남부순환로210길 29,0.08,126.944654,37.48048661,bell
99,100,서울특별시 관악구 청룡8길 5,0.15,126.945987,37.47987242,bell
100,101,서울특별시 관악구 행운1나길 16,0.91,126.9553984,37.48204993,bell
101,102.0,,0.75,126.9371156,37.47891648,bell
102,103,서울특별시 관악구 쑥고개로 24 (으뜸어린이공원),0.53,126.9404607,37.47816573,bell
103,104,서울특별시 관악구 쑥고개로 24 (으뜸어린이공원),0.46,126.9410622,37.47852362,bell
104,105,서울특별시 관악구 쑥고개로 24 (으뜸어린이공원),0.43,126.9413912,37.47869066,bell
105,106,서울특별시 관악구 쑥고개로26길 24 (일선어린이공원),0.5,126.9493378,37.47803572,bell
106,107.0,,0.57,126.9409799,37.47715261,bell
107,108.0,,0.56,126.9413958,37.47708129,bell
108,109,서울특별시 관악구 관악로 125,0.85,126.9518496,37.47558679,bell
109,110,서울특별시 관악구 신림로44길 24,0.93,126.9351641,37.4785555,bell
110,111,서울특별시 관악구 봉천로522-8,0.96,126.9555609,37.47858449,bell
111,112,서울특별시 관악구 장군봉7길 1,0.52,126.9393039,37.48078001,bell
112,113,서울특별시 관악구 장군봉길 85,0.57,126.9392203,37.47922064,bell
113,114,서울특별시 관악구 쑥고개로16길 7,0.25,126.9443918,37.47895288,bell
114,115,서울특별시 관악구 봉천로41길 28,0.42,126.9480838,37.48407466,bell
115,116,서울특별시 관악구 복은길 60,0.9,126.9391541,37.47460297,bell
116,117,서울특별시 관악구 복은7길 1,0.83,126.9402412,37.47474846,bell
117,118,서울특별시 관악구 관악로14길 38-9,0.86,126.9543908,37.47841637,bell
118,119,서울특별시 관악구 관악로11길 42,0.52,126.9497462,37.47804325,bell
119,120,서울특별시 관악구 쑥고개로22길 29,0.45,126.9481233,37.47772266,bell
120,121,서울특별시 관악구 복은길 129,0.69,126.9430545,37.47512445,bell
121,122,서울특별시 관악구 청룡16길 25,0.47,126.9440933,37.47689571,bell
122,123,서울특별시 관악구 관악로6길 77,0.84,126.953519,37.47737694,bell
123,124,서울특별시 관악구 봉천로31길 9,0.47,126.9415306,37.48415286,bell
124,125,서울특별시 관악구 은천로 146,0.81,126.951468,37.48636174,bell
125,126,서울특별시 관악구 장군봉3길 20,0.4,126.940716,37.48144292,bell
126,127,"서울특별시 관악구 신림로 210, 은성온누리약국 부근",0.89,126.9373497,37.47607086,bell
127,128,서울특별시 관악구 은천로33길 12,0.91,126.952126,37.48715343,bell
128,129,서울특별시 관악구 국회단지20길 15,0.99,126.9431908,37.48985141,bell
129,130,서울특별시 관악구 은천로 48,0.69,126.9406455,37.48612428,bell
130,131,서울특별시 관악구 국회단지길 14,0.81,126.9394212,37.48677427,bell
131,132,서울특별시 관악구 봉천로 392,0.25,126.9435965,37.48292755,bell
132,133,서울특별시 관악구 은천로21길 10,0.73,126.9476223,37.48735673,bell
133,134,서울특별시 관악구 양녕로 16-1,0.29,126.9466139,37.48341665,bell
134,135,서울특별시 관악구 행운1마길 24,0.93,126.9554146,37.48318082,bell
135,136,서울특별시 관악구 관악로13길 46,0.42,126.9495632,37.47953028,bell
136,137,서울특별시 관악구 청룡1길 2,0.09,126.9462144,37.48126706,bell
137,138,서울특별시 관악구 청룡길 95,0.37,126.9456403,37.47774356,bell
138,139,서울특별시 관악구 관악로10길 23,0.92,126.9541832,37.47685179,bell
139,140,서울특별시 관악구 청룡4길 49(관악초교 부근),0.16,126.9438852,37.48008749,bell
140,141,서울특별시 관악구 관악로16길 13,0.72,126.9532771,37.48038786,bell
141,142,서울특별시 관악구 복은8길 41,0.85,126.9422606,37.47383236,bell
142,143,서울특별시 관악구 쑥고개로2가길 6,0.7,126.9388219,37.47730215,bell
143,144,서울특별시 관악구 남부순환로200다길 26,0.88,126.9355946,37.48303503,bell
144,145,서울특별시 관악구 중앙길 105(신봉초교 부근),0.68,126.9495893,37.48611457,bell
145,146,서울특별시 관악구 은천로 69(은천초교 부근),0.62,126.9433624,37.48646711,bell
146,147,서울특별시 관악구 서림길 40(동작하이퍼마켓 맞은편),0.96,126.9382182,37.47447202,bell
147,148,서울특별시 관악구 양녕로2가길 25(GS25 부근),0.44,126.9473251,37.48465802,bell
148,149,"서울특별시 관악구 양녕로 74, 구암초교 부근",0.84,126.9463223,37.48858059,bell
149,150,서울특별시 관악구 봉천로 497,0.89,126.9553048,37.48125077,bell
150,151,서울특별시 관악구 행운1길71,0.99,126.9564021,37.4817577,bell
151,152,서울특별시 관악구 은천로24길 26,0.57,126.947981,37.48571725,bell
152,153,서울특별시 관악구 남부순환로 1761(남서울유치원 부근),0.2,126.9464869,37.48260267,bell
153,154,서울특별시 관악구 신림로44나길 27,0.87,126.9360057,37.47816311,bell
154,155,서울특별시 관악구 신림로44가길 21,0.93,126.935413,37.47795868,bell
155,156,서울특별시 관악구 은천로21길 40,0.87,126.9482386,37.48853594,bell
156,157,서울특별시 관악구 양녕로 19-7,0.32,126.9460176,37.4838444,bell
157,158,서울특별시 관악구 양녕로6길 93-10,0.65,126.9517028,37.48387005,bell
158,159,서울특별시 관악구 관악로 211,0.83,126.9541187,37.48349531,bell
159,160,서울특별시 관악구 양녕로6다길 34,0.62,126.9509634,37.48432104,bell
160,161,서울특별시 관악구 남부순환로 1814,0.58,126.9517334,37.48072608,bell
161,162,서울특별시 관악구 양녕로2가길 45,0.52,126.9474556,37.48543089,bell
162,163,서울특별시 관악구 양녕로2가길 38-15,0.52,126.9483179,37.48503004,bell
163,164,서울특별시 관악구 봉천로33가길13,0.36,126.9442456,37.48425361,bell
164,165,서울특별시 관악구 은천로74-1,0.57,126.9441028,37.48609363,bell
165,166,서울특별시 관악구 봉천로372,0.45,126.9410354,37.48345045,bell
166,167,서울특별시 관악구 봉천로49다길46,0.45,126.9494041,37.48339592,bell
167,168,서울특별시 관악구 남부순환로1831,0.73,126.9534865,37.48118297,bell
168,169,서울특별시 관악구 남부순환로214길40,0.34,126.9485454,37.47962648,bell
169,170,서울특별시 관악구 관악로12길16,0.8,126.9534766,37.47807099,bell
170,171,서울특별시 관악구 남부순환로226길31,0.77,126.9536143,37.47912447,bell
171,172,서울특별시 관악구 청룡중앙길 8(청룡동제1공영주차장),0.29,126.9469661,37.47884005,bell
172,173,"서울특별시 관악구 청룡4길 49, 관악초교 공영주차장",0.16,126.9433605,37.48092659,bell
173,174,서울특별시 관악구 은천로152,0.69,126.9432024,37.47505664,bell
174,175,서울특별시 관악구 은천로118,0.69,126.9483033,37.48674085,bell
175,176,서울특별시 관악구 관악로 24가길 15,0.96,126.9552403,37.47773478,bell
176,177,서울특별시 관악구 관악로6길 36,0.96,126.9537798,37.47583209,bell
177,178,서울특별시 관악구 국회단지2길 20,0.74,126.9407095,37.48667672,bell
178,179,서울특별시 관악구 은천로36길 15,0.88,126.9536554,37.48526411,bell
179,180,서울특별시 관악구 은천로 118,0.65,126.9485094,37.48633922,bell
180,181,서울특별시 관악구 봉천로47길 22,0.57,126.9508676,37.4835528,bell
181,182,서울특별시 관악구 중앙길 34,0.75,126.9526912,37.48435053,bell
182,183,서울특별시 관악구 행운1길 87,0.98,126.956162,37.48250623,bell
183,184,"서울특별시 관악구 국회단지길 70, 은혜교회 부근",0.9,126.9416136,37.48869561,bell
184,185,서울특별시 관악구 은천로28가길 27,0.77,126.9522508,37.48512708,bell
185,186,서울특별시 관악구 청룡1길 34,0.21,126.947548,37.48066722,bell
186,187,"서울특별시 관악구 청룡4길 49, 관악초교 부근",0.24,126.9426657,37.48021459,bell
187,188,서울특별시 관악구 서림1길 36,0.79,126.9398316,37.47534913,bell
188,189,"서울특별시 관악구 청룡4길 49, 관악초교 부근",0.17,126.94331,37.48108548,bell
189,190.0,,0.89,126.9474286,37.48890534,bell
190,191,"서울특별시 관악구 양녕로6나길 1, 신봉초교 부근",0.5,126.9487292,37.48453311,bell
191,192,"서울특별시 관악구 국회단지4길 37, 은천초교 부근",0.72,126.941958,37.48705423,bell
192,193,"서울특별시 관악구 관악로5길 61, 청룡초교 부근",0.73,126.9515591,37.4769267,bell
193,194,서울특별시 관악구 남부순환로194길 21,0.95,126.9348773,37.48360938,bell
194,195,서울특별시 관악구 신림로46길 26,0.95,126.9347933,37.47895601,bell
195,196,서울특별시 관악구 쑥고개로3길 16,0.66,126.9385719,37.47830482,bell
196,197,서울특별시 관악구 장군봉5길 52,0.38,126.9412166,37.47981258,bell
197,198,서울특별시 관악구 장군봉2길 45,0.7,126.9378348,37.48330736,bell
198,199,서울특별시 관악구 청룡7길 28,0.24,126.9473846,37.47976482,bell
199,200,"서울특별시 관악구 쑥고개로 114-2, GS슈퍼 맞은편 부근",0.43,126.9492513,37.47895228,bell
200,201,서울특별시 관악구 청룡11길 24,0.42,126.9470613,37.4775993,bell
201,202,서울특별시 관악구 복은길 85,0.8,126.9407955,37.4748331,bell
202,203,서울특별시 관악구 서림7길 39,0.93,126.9412749,37.47333139,bell
203,204,서울특별시 관악구 봉천로29길 47,0.57,126.9421132,37.48552715,bell
204,205,서울특별시 관악구 봉천로33나길 10,0.54,126.9435484,37.48572669,bell
205,206,서울특별시 관악구 장군봉6길 50,0.74,126.9370189,37.48247876,bell
206,207,서울특별시 관악구 청룡중앙길 8(LB001앞),0.31,126.9473049,37.47888195,bell
207,208,서울특별시 관악구 은천로19길 14,0.74,126.9471583,37.48755627,bell
208,1,"서울특별시 관악구 관악로 174 (봉천동,외 1필지 지하1층)",0.68,126.95292960190493,37.48064238134562,entertain
209,2,"서울특별시 관악구 관악로 192, 지층 (봉천동)",0.75,126.95363548774756,37.4821867536835,entertain
210,3,서울특별시 관악구 관악로 204 (봉천동),0.83,126.9542975990231,37.48296139558453,entertain
211,4,서울특별시 관악구 중앙1가길 1 (봉천동),0.8,126.95372346027987,37.48343285982418,entertain
212,5,"서울특별시 관악구 봉천로 482, 지하1층 (봉천동)",0.73,126.95339822871485,37.48171119642391,entertain
213,6,서울특별시 관악구 청룡길 9 (봉천동),0.11,126.94641572595904,37.48143758648947,entertain
214,7,서울특별시 관악구 남부순환로 1740 (봉천동),0.2,126.94325706454876,37.48193529855699,entertain
215,8,"서울특별시 관악구 남부순환로 1830, 지하1층 전체호 (봉천동)",0.7,126.95315251105735,37.48081352007835,entertain
216,9,서울특별시 관악구 남부순환로226길 12 (봉천동),0.76,126.95376003371764,37.48008603548721,entertain
217,10,"서울특별시 관악구 관악로 208-4, 지하1층 (봉천동)",0.86,126.95460142921712,37.48310446257307,entertain
218,11,서울특별시 관악구 관악로 208-40 (봉천동),0.88,126.95483121662532,37.4831197623113,entertain
219,12,서울특별시 관악구 봉천로 473 (봉천동),0.69,126.95281262344876,37.4823671054091,entertain
220,13,"서울특별시 관악구 남부순환로224길 13, 지하1층 (봉천동)",0.73,126.95338523539732,37.48021821859973,entertain
221,14,"서울특별시 관악구 관악로 206 (봉천동,지하 1층)",0.85,126.95452081737692,37.48316586636867,entertain
222,15,"서울특별시 관악구 남부순환로 1829-6 (봉천동,지하1층)",0.76,126.95374947749283,37.48133023521239,entertain
223,16,"서울특별시 관악구 관악로 222 (봉천동,지하1층)",0.98,126.9555547739724,37.48435901084554,entertain
224,17,서울특별시 관악구 관악로 183 (봉천동),0.65,126.95251194889188,37.48167485556771,entertain
225,18,서울특별시 관악구 관악로 196 (봉천동),0.77,126.95380472884712,37.48236251489718,entertain
226,19,"서울특별시 관악구 관악로14길 14, 지하1층 (봉천동)",0.75,126.95329084143071,37.479074493441,entertain
227,20,서울특별시 관악구 관악로 157 (봉천동),0.63,126.95205142598527,37.479472930856446,entertain
228,21,서울특별시 관악구 남부순환로 1827 (봉천동),0.72,126.95339461477664,37.481350652234894,entertain
229,22,서울특별시 관악구 남부순환로220길 16 (봉천동),0.56,126.95151308745608,37.48053394460808,entertain
230,23,"서울특별시 관악구 관악로 185 (봉천동, 지하1층)",0.66,126.95262331749204,37.48174571380851,entertain
231,1,서울특별시 관악구 은천로 93,0.7,126.945428874003,37.4873527233282,police
232,1,서울 관악구 봉천동 890-1,0.47,126.9485,37.4844,cctv
233,2,서울 관악구 봉천동 890-1,0.45,126.9482,37.4843,cctv
234,3,서울 관악구 봉천동 산 151-138,0.72,126.9372,37.4797,cctv
235,4,서울 관악구 신림동 산 164-6,0.79,126.9364,37.4798,cctv
236,5,서울 관악구 봉천동 산 151-139,0.74,126.9369,37.4805,cctv
237,6,서울 관악구 봉천동 900-54,0.4,126.9449,37.4847,cctv
238,7,서울 관악구 봉천동 산 175-6,0.76,126.9482,37.4747,cctv
239,8,서울 관악구 봉천동 산 175-48,0.8,126.9494,37.4747,cctv
240,9,서울 관악구 봉천동 산 175-27,0.86,126.9516,37.4752,cctv
241,10,서울 관악구 봉천동 390-3,0.82,126.9511,37.4754,cctv
242,11,서울 관악구 신림동 94-251,0.63,126.939,37.4782,cctv
243,12,서울 관악구 봉천동 1555-16,0.49,126.9438,37.4768,cctv
244,13,서울 관악구 봉천동 942-29,0.67,126.9395,37.4851,cctv
245,14,서울 관악구 봉천동 1613-19,0.97,126.9554,37.4778,cctv
246,15,서울 관악구 신림동 산 170-130,0.93,126.9347,37.4814,cctv
247,16,서울 관악구 봉천동 산 149-8,0.75,126.9367,37.4815,cctv
248,17,서울 관악구 봉천동 1526-1,0.34,126.9413,37.4812,cctv
249,18,서울 관악구 봉천동 877-21,0.37,126.9493,37.4802,cctv
250,19,서울 관악구 신림동 산 1-275,0.6,126.939,37.4789,cctv
251,20,서울 관악구 봉천동 1531-38,0.63,126.9381,37.4816,cctv
252,21,서울 관악구 봉천동 산 151-139,0.7,126.9375,37.4796,cctv
253,22,서울 관악구 봉천동 산 149-13,0.84,126.9357,37.4808,cctv
254,23,서울 관악구 봉천동 산 175-40,0.72,126.9509,37.4765,cctv
255,24,서울 관악구 봉천동 390-3,0.72,126.951,37.4765,cctv
256,25,서울 관악구 봉천동 산 175-40,0.72,126.9509,37.4765,cctv
257,26,서울 관악구 신림동 98-395,0.68,126.9428,37.4753,cctv
258,27,서울 관악구 신림동 산 163-15,0.75,126.9371,37.4789,cctv
259,28,서울 관악구 봉천동 1731,0.52,126.9405,37.4782,cctv
260,29,서울 관악구 봉천동 1735,0.54,126.9403,37.4782,cctv
261,30,서울 관악구 봉천동 1731,0.46,126.9411,37.4785,cctv
262,31,서울 관악구 봉천동 1731,0.46,126.941,37.4786,cctv
263,32,서울 관악구 봉천동 1731,0.46,126.9411,37.4785,cctv
264,33,서울 관악구 봉천동 1731,0.53,126.9405,37.4781,cctv
265,34,서울 관악구 봉천동 1731,0.43,126.9414,37.4787,cctv
266,35,서울 관악구 봉천동 1538-13,0.43,126.9413,37.4788,cctv
267,36,서울 관악구 봉천동 1731,0.42,126.9415,37.4787,cctv
268,37,서울 관악구 봉천동 1587-7,0.5,126.9493,37.478,cctv
269,38,서울 관악구 봉천동 1587-7,0.5,126.9493,37.478,cctv
270,39,서울 관악구 봉천동 1587-7,0.5,126.9494,37.4781,cctv
271,40,서울 관악구 봉천동 1731,0.5,126.9408,37.4783,cctv
272,41,서울 관악구 봉천동 1731,0.49,126.9408,37.4784,cctv
273,42,서울 관악구 봉천동 1734,0.57,126.941,37.4772,cctv
274,43,서울 관악구 봉천동 1734,0.55,126.9414,37.4771,cctv
275,44,서울 관악구 신림동 산 163-17,0.67,126.938,37.4791,cctv
276,45,서울 관악구 봉천동 981-10,0.16,126.9439,37.4801,cctv
277,46,서울 관악구 봉천동 919-42,0.15,126.9441,37.4801,cctv
278,47,서울 관악구 봉천동 981-10,0.17,126.9437,37.4801,cctv
279,48,서울 관악구 봉천동 918-15,0.17,126.9439,37.48,cctv
280,49,서울 관악구 봉천동 981-9,0.15,126.9439,37.4802,cctv
281,50,서울 관악구 봉천동 457-369,0.69,126.9496,37.4862,cctv
282,51,서울 관악구 봉천동 458-79,0.68,126.9495,37.4861,cctv
283,52,서울 관악구 봉천동 457-373,0.69,126.9497,37.4861,cctv
284,53,서울 관악구 봉천동 458-79,0.68,126.9496,37.4861,cctv
285,54,서울 관악구 봉천동 982-2,0.62,126.9434,37.4865,cctv
286,55,서울 관악구 봉천동 982-2,0.62,126.9433,37.4864,cctv
287,56,서울 관악구 봉천동 982-2,0.62,126.9435,37.4865,cctv
288,57,서울 관악구 신림동 산 149-52,0.96,126.9382,37.4745,cctv
289,58,서울 관악구 신림동 104-9,0.96,126.9381,37.4745,cctv
290,59,서울 관악구 신림동 823-2,0.95,126.9383,37.4745,cctv
291,60,서울 관악구 봉천동 975-5,0.44,126.9473,37.4847,cctv
292,61,서울 관악구 봉천동 890-14,0.44,126.9475,37.4846,cctv
293,62,서울 관악구 봉천동 888-19,0.45,126.9473,37.4848,cctv
294,63,서울 관악구 봉천동 888-20,0.44,126.9472,37.4847,cctv
295,64,서울 관악구 봉천동 975-5,0.42,126.9473,37.4845,cctv
296,65,서울 관악구 봉천동 산 102-42,0.84,126.9463,37.4886,cctv
297,66,서울 관악구 봉천동 738-407,0.82,126.9464,37.4884,cctv
298,67,서울 관악구 봉천동 738-407,0.84,126.9465,37.4886,cctv
299,68,서울 관악구 봉천동 1718-11,0.85,126.9463,37.4887,cctv
300,69,서울 관악구 봉천동 459-70,0.57,126.948,37.4857,cctv
301,70,서울 관악구 봉천동 1667-55,0.89,126.9553,37.4813,cctv
302,71,서울 관악구 봉천동 산 76-34,0.99,126.9564,37.4818,cctv
303,72,서울 관악구 봉천동 459-28,0.57,126.9481,37.4857,cctv
304,73,서울 관악구 봉천동 459-54,0.57,126.9479,37.4857,cctv
305,74,서울 관악구 봉천동 459-54,0.57,126.9479,37.4857,cctv
306,75,서울 관악구 봉천동 459-44,0.58,126.948,37.4858,cctv
307,76,서울 관악구 봉천동 978-7,0.22,126.9467,37.4826,cctv
308,77,서울 관악구 봉천동 978-7,0.21,126.9465,37.4826,cctv
309,78,서울 관악구 봉천동 978-7,0.19,126.9464,37.4825,cctv
310,79,서울 관악구 봉천동 976-5,0.21,126.9465,37.4827,cctv
311,80,서울 관악구 봉천동 976-5,0.2,126.9462,37.4827,cctv
312,81,서울 관악구 봉천동 산 101-441,0.94,126.9486,37.4891,cctv
313,82,서울 관악구 봉천동 480-95,0.93,126.9486,37.489,cctv
314,83,서울 관악구 봉천동 1712-16,0.95,126.9485,37.4892,cctv
315,84,서울 관악구 봉천동 975-4,0.57,126.9475,37.4859,cctv
316,85,서울 관악구 봉천동 738-75,0.58,126.9476,37.4859,cctv
317,86,서울 관악구 봉천동 463-4,0.58,126.9475,37.486,cctv
318,87,서울 관악구 봉천동 463-97,0.59,126.9476,37.486,cctv
319,88,서울 관악구 봉천동 975-4,0.57,126.9475,37.4859,cctv
320,89,서울 관악구 봉천동 1693-24,0.64,126.9512,37.4778,cctv
321,90,서울 관악구 봉천동 1570-1,0.65,126.9513,37.4778,cctv
322,91,서울 관악구 봉천동 1570-1,0.64,126.9512,37.4779,cctv
323,92,서울 관악구 봉천동 1693-24,0.64,126.9511,37.4778,cctv
324,93,서울 관악구 봉천동 1693-54,0.95,126.9559,37.4805,cctv
325,94,서울 관악구 봉천동 1693-54,0.95,126.9559,37.4804,cctv
326,95,서울 관악구 봉천동 1693-54,0.96,126.956,37.4805,cctv
327,96,서울 관악구 봉천동 1693-67,0.94,126.9558,37.4806,cctv
328,97,서울 관악구 봉천동 940-11,0.76,126.9398,37.4864,cctv
